NO,식품종류,식품명,상세분류,1회제공량,kcal,단백질(g),지방(g),탄수화물(g)
32487,가공식품,7곡미숫가루,즉석섭취식품,100.0,415,10,6,80
32488,가공식품,곰곰갈비맛치킨밥,즉석조리식품,200.0,326,11,10,48
32489,가공식품,곰곰 소불고기 볶음밥,즉석조리식품,300.0,460,10,7,89
32490,가공식품,Homeplus signature 소불고기볶음밥,즉석조리식품,210.0,385,10,11,61
32491,가공식품,Homeplus signature 낙지볶음밥,즉석조리식품,211.5,340,8,8,59
32492,가공식품,비비고햄야채볶음밥,즉석조리식품,200.0,385,7,15,56
32493,가공식품,Yorihada 해물철판볶음밥,즉석조리식품,250.0,475,12,14,75
32494,가공식품,NEW해물볶음밥,즉석조리식품,300.0,415,11,13,63
32495,가공식품,NEW햄야채볶음밥,즉석조리식품,300.0,450,10,12,75
32496,가공식품,NEW게살볶음밥,즉석조리식품,300.0,485,14,12,80
32497,가공식품,살사후실리샐러드,즉석섭취식품,100.0,235,3,10,33
32498,가공식품,오늘하루 든든한끼 통곡물,즉석섭취식품,35.0,140,4.9,1.6,26
32499,가공식품,끝판바둑알 떡강정,즉석조리식품,150.0,335,5,0.5,78
32500,가공식품,부대찌개떡라면,즉석조리식품,100.0,320,6.7,7,57.7
32501,가공식품,매운낙지죽,즉석조리식품,500.0,323.4,15.5,4.6,55.1
32502,가공식품,동지팥죽,즉석조리식품,500.0,340,14,2,67
32503,가공식품,게살죽,즉석조리식품,500.0,54.53,2.3,0.41,10.41
32504,가공식품,표고버섯죽,즉석조리식품,500.0,302,11,4,56
32505,가공식품,단호박죽,즉석조리식품,500.0,73.85,0.95,1.01,15.24
32506,가공식품,쇠고기 야채죽,즉석조리식품,500.0,70,3,2,9
32507,가공식품,전복죽,즉석조리식품,500.0,75,2,2,13
32508,가공식품,단팥죽,즉석조리식품,500.0,75,3,0,16
32509,가공식품,김치잡곡비빔밥 닭가슴살 큐브,즉석조리식품,250.0,338,16,3,63
32510,가공식품,순한주물럭잡곡밥,즉석조리식품,250.0,394,22,3,69
32511,가공식품,오뚜기 옛날 구수한 누룽지,즉석조리식품,60.0,225,5,0,51
32512,가공식품,치즈듬뿍고로케,즉석조리식품,150.0,440,13,24,43
32513,가공식품,새우볶음밥,즉석조리식품,230.0,365,9,7,67
32514,가공식품,베이컨치즈볶음밥(용기),즉석조리식품,230.0,460,13,14,70
32515,가공식품,맛있는 새우 볶음밥,즉석조리식품,230.0,365,9,7,67
32516,가공식품,참맛있는피자리오,즉석조리식품,180.0,420,17,15,54
32517,가공식품,불벅,즉석조리식품,145.0,335,16,10,46
32518,가공식품,불고기벅,즉석섭취식품,145.0,335,16,10,46
32519,가공식품,처음먹는 어린이장조림 메추리알,즉석조리식품,100.0,106,8,6,5
32520,가공식품,순곱이네매운고기순대,즉석조리식품,300.0,536,26,20,63
32521,가공식품,소심식사 단호박밀크밀,즉석조리식품,130.0,90,2,0.7,19
32522,가공식품,참치김치덮밥소스,즉석조리식품,120.0,95,4,1.5,16
32523,가공식품,우리밀춘장으로만든짜장소스,즉석조리식품,200.0,225,9,14,16
32524,가공식품,영양밥 게살백일송이야채덮밥,즉석조리식품,180.0,186.91,7.62,1.95,36.74
32525,가공식품,영양밥 흰살생선야채덮밥,즉석조리식품,180.0,203.33,8.63,1.94,39.43
32526,가공식품,영양밥 돼지불고기덮밥,즉석조리식품,180.0,226.65,12.08,3.14,37.92
32527,가공식품,영양밥 치킨단호박리조또,즉석조리식품,180.0,295.93,17.91,7.44,39.79
32528,가공식품,군산꼬꼬마양배추죽,즉석섭취식품,30.0,118,0.8,0.8,27
32529,가공식품,왜관수도원농장 발아현미 마죽,즉석섭취식품,30.0,117,2,1,25
32530,가공식품,농부의딸 송윤주선식,즉석섭취식품,30.0,119,4.7,1.45,21
32531,가공식품,프리미엄 현미 마죽,즉석섭취식품,20.0,117,2,1,25
32532,가공식품,현미 양배추 죽,즉석섭취식품,30.0,118.5,0.8,0.8,27
32533,가공식품,산사의 맛 전통 연잎밥,즉석조리식품,100.0,176,4,0,39
32534,가공식품,프리미엄 햄야채볶음밥,즉석조리식품,100.0,160,3,2,32
32535,가공식품,행복한맛남김치볶음밥,즉석조리식품,100.0,155,3,2.3,31
32536,가공식품,행복한맛남 새우볶음밥,즉석조리식품,100.0,155,4,1.9,30
32537,가공식품,행복한맛남 야채볶음밥,즉석조리식품,100.0,165,3,2.6,32
32538,가공식품,일빵빵 김치비빔밥,즉석조리식품,120.0,444,11,2,93
32539,가공식품,비비고 사골곰탕,즉석조리식품,500.0,30,3,1.8,0
32540,가공식품,비비고육개장,즉석조리식품,500.0,135,11,8,5
32541,가공식품,베이컨참치마요삼각김밥,즉석섭취식품,105.0,180,4,7,25
32542,가공식품,올바른순대(찰순대),즉석조리식품,100.0,172,6,7,22
32543,가공식품,맛있는 오뚜기밥 발아흑미,즉석조리식품,210.0,305,6,1,68
32544,가공식품,맛있는 오뚜기밥 발아현미,즉석조리식품,210.0,305,7,2,65
32545,가공식품,맛있는 오뚜기 컵밥 의정부식 부대찌개밥,즉석조리식품,311.0,465,11,11,80
32546,가공식품,맛깔나는 먹거리 고기순대,즉석조리식품,100.0,105.37,4.97,3.29,13.97
32547,가공식품,속이 꽉 찬 고기순대,즉석조리식품,100.0,105,4.97,3.29,13.97
32548,가공식품,맛나찰순대,즉석조리식품,100.0,174,4,3,32
32549,가공식품,512비프토마토소스,즉석조리식품,180.0,264,13.7,16.2,16
32550,가공식품,매콤한 고기순대,즉석조리식품,500.0,770,59,24,80
32551,가공식품,순대가 들어있는 국물 떡볶이,즉석조리식품,246.5,472,8,3.2,103
32552,가공식품,곤약 브리또 핫치킨,즉석조리식품,125.0,265,18,7,33
32553,가공식품,불고기크림브리또,즉석조리식품,125.0,305,13,13,38
32554,가공식품,떠먹는컵파스타불고기로제,즉석조리식품,170.0,245,12,7,33
32555,가공식품,불고기브리또,즉석조리식품,125.0,305,13,13,38
32556,가공식품,매콤볶음밥 & 옥수수소시지,즉석조리식품,225.0,360,16,10,51
32557,가공식품,베지가든 매운떡볶이,즉석조리식품,133.0,315,6,2.1,68
32558,가공식품,인가샌드위치,즉석섭취식품,160.0,375,5,21,42
32559,가공식품,매콤대패삼겹살삼각,즉석섭취식품,105.0,205,5,3.9,37
32560,가공식품,듬뿍에그샌드,즉석섭취식품,137.0,390,11,28,24
32561,가공식품,맥앤치즈토스트,즉석섭취식품,162.0,405,14,18,47
32562,가공식품,모짜렐라인더치즈스파게티,즉석섭취식품,302.0,390,16,13,52
32563,가공식품,함박볼로네즈스파게티,즉석섭취식품,428.0,630,22,31,66
32564,가공식품,크랜베리치킨&햄샌드,즉석섭취식품,120.0,295,11,17,24
32565,가공식품,맛있는햄치즈에그샌드,즉석섭취식품,164.0,410,11,22,38
32566,가공식품,듬뿍소고기고추장삼각김밥,즉석섭취식품,110.0,175,5,2.4,33
32567,가공식품,전주비빔삼각김밥,즉석섭취식품,110.0,210,5,5,36
32568,가공식품,햄&참치샐러드샌드,즉석섭취식품,158.0,435,14,25,40
32569,가공식품,NEW베스트콤보샌드,즉석섭취식품,162.0,430,11,25,40
32570,가공식품,제주흑돈까스삼각김밥,즉석섭취식품,115.0,210,5,5,35
32571,가공식품,아침엔본죽 얼큰낙지김치죽,즉석조리식품,270.0,160,5,0.7,33
32572,가공식품,생어거스틴 스파이시타이칠리누들,즉석조리식품,290.0,315,10,0.8,67
32573,가공식품,생어거스틴 꿍팟봉커리,즉석조리식품,300.0,405,11,11,66
32574,가공식품,유가네닭갈비볶음밥,즉석조리식품,210.0,405,34,8,49
32575,가공식품,동남아식 나시고랭,즉석조리식품,210.0,370,9,6,70
32576,가공식품,볼케이노 치밥 브리또,즉석조리식품,120.0,250,14,4.6,38
32577,가공식품,3분 데리야끼치킨,즉석조리식품,150.0,270,18,4.4,40
32578,가공식품,3분 스위트칠리치킨,즉석조리식품,150.0,290,20,11,28
32579,가공식품,맛있는 육개장,즉석조리식품,19.0,75,3,2.5,10
32580,가공식품,본죽 화끈짬뽕죽(330g),즉석조리식품,330.0,260,5,8,42
32581,가공식품,비비고된장찌개,즉석조리식품,460.0,185,14,7,16
32582,가공식품,햇반,즉석조리식품,130.0,190,3,0.9,43
32583,가공식품,더비비고 들깨소고기죽,즉석조리식품,350.0,230,11,7,31
32584,가공식품,햇반컵반 치킨커리덮밥,즉석조리식품,278.0,355,11,4.3,68
32585,가공식품,비비고 불낙죽,즉석조리식품,450.0,255,12,5,40
32586,가공식품,햇반컵반 불닭마요덮밥,즉석조리식품,219.0,400,10,11,65
32587,가공식품,비비고 코다리무조림,즉석조리식품,175.0,120,15,2,11
32588,가공식품,비비고 낙지김치죽,즉석조리식품,450.0,230,7,3.6,42
32589,가공식품,비비고 녹두닭죽,즉석조리식품,450.0,260,16,2.3,44
32590,가공식품,비비고 버섯야채죽,즉석조리식품,450.0,245,3,4.5,48
32591,가공식품,햇반컵반 스팸마요덮밥,즉석조리식품,219.0,440,9,18,60
32592,가공식품,햇반컵반 버터장조림비빔밥,즉석조리식품,216.0,335,10,6,60
32593,가공식품,햇반컵반 버섯곤드레비빔밥,즉석조리식품,189.0,290,6,4.5,56
32594,가공식품,햇반 컵반 육개장국밥,즉석조리식품,217.0,320,8,6,58
32595,가공식품,햇반컵반 콩나물해장국밥,즉석조리식품,270.0,220,5,0.7,49
32596,가공식품,햇반컵반 옐로우 크림커리 덮밥,즉석조리식품,280.0,430,6,16,66
32597,가공식품,햇반컵반 고추장 나물 비빔밥,즉석조리식품,229.0,340,6,4.6,69
32598,가공식품,햇반컵반 강된장 보리 비빔밥,즉석조리식품,280.0,330,9,6,60
32599,가공식품,햇반컵반 미역국밥,즉석조리식품,167.0,265,6,1.4,57
32600,가공식품,햇반컵반 사골곰탕국밥,즉석조리식품,166.0,250,6,1.3,54
32601,가공식품,햇반컵반 순두부찌개국밥,즉석조리식품,173.0,290,7,3.2,58
32602,가공식품,햇반컵반 황태국밥,즉석조리식품,170.0,265,6,1.2,57
32603,가공식품,유기농쌀밥,즉석조리식품,130.0,190,3,0.3,44
32604,가공식품,가쓰오 누룽지국밥,즉석조리식품,94.0,305,6,2,64
32605,가공식품,일렉트로맨 곤드레비빔밥,즉석조리식품,90.0,292,6,3,60
32606,가공식품,더온카레밥 plus,즉석조리식품,480.0,663,15,19,108
32607,가공식품,미라클가지미소덮밥세트,즉석섭취식품,315.0,395,15,14,67
32608,가공식품,브로콜리라따뚜이덮밥,즉석섭취식품,220.0,255,10,6,40
32609,가공식품,소고기두부조림세트,즉석섭취식품,370.0,452,17,12,69
32610,가공식품,캐슈넛펜네파스타샐러드,즉석섭취식품,190.0,215,15,7,23
32611,가공식품,통귀리연근샐러드,즉석섭취식품,200.0,238,10,13.5,19
32612,가공식품,시저치킨샐러드,즉석섭취식품,190.0,306,16,18,20
32613,가공식품,새송이버섯치킨샐러드,즉석섭취식품,190.0,230,11,10.4,23
32614,가공식품,양배추닭고기덮밥,즉석섭취식품,200.0,280,16,3.8,46
32615,가공식품,상큼한치킨사과영양덮밥,즉석조리식품,150.0,235,8,3.9,42
32616,가공식품,불고기콥샐러드,즉석섭취식품,190.0,152,9,4.9,18
32617,가공식품,트리플빈스콥샐러드,즉석섭취식품,190.0,289,20,7.7,35
32618,가공식품,비건불고기샐러드,즉석섭취식품,190.0,173,10,5,22
32619,가공식품,믹스빈스치킨텐더샐러드,즉석섭취식품,190.0,176,8,8,18
32620,가공식품,시래기 된장죽,즉석조리식품,285.0,165,5,1.1,34
32621,가공식품,모닝수프 스위트콘,즉석조리식품,25.0,100,2,1.9,19
32622,가공식품,소소한밤 곤약카레우동,즉석조리식품,310.0,105,6,3.4,12
32623,가공식품,웰니스식단 연자육검은콩조림 세트,즉석섭취식품,75.0,200,11,10,20
32624,가공식품,못생긴양송이수프,즉석조리식품,20.0,80,1,1.6,15
32625,가공식품,연잎영양밥,즉석조리식품,160.0,325,9,2.2,67
32626,가공식품,닭갈비볶음밥,즉석조리식품,210.0,380,9,6,73
32627,가공식품,현미야채밥&해물스테이크,즉석조리식품,227.0,375,17,6,63
32628,가공식품,현미야채밥&고추볼,즉석조리식품,250.0,345,14,3,66
32629,가공식품,다노한끼 닭가슴살 도시락 05,즉석조리식품,224.0,310,15,6,48
32630,가공식품,곤드레나물밥&미니떡갈비,즉석조리식품,227.0,365,11,11,55
32631,가공식품,리코 올리브머쉬룸 샌드위치,즉석조리식품,100.0,236,11,10,26
32632,가공식품,맛있닭 닭가슴살 한끼머핀 불고기,즉석조리식품,100.0,328,25,6,43
32633,가공식품,따순기미 냉장한우수제버거,즉석섭취식품,100.0,207,8,11,19
32634,가공식품,맛있닭 닭가슴살 한끼머핀 치즈,즉석조리식품,100.0,368,29,10,41
32635,가공식품,어메이징와규소불고기전골,즉석조리식품,100.0,90.95,2.74,3.83,11.38
32636,가공식품,타마고산도(상온),즉석섭취식품,100.0,200,10.6,9.5,18
32637,가공식품,그린밤 감자 샐러드 햄치즈 샌드위치,신선편의식품,100.0,183,5,9,17
32638,가공식품,창화당 코다리 찰보리 비빔냉면,즉석조리식품,100.0,183,9,2,33
32639,가공식품,리코 파인치즈 샌드위치,즉석조리식품,100.0,263,12,11,29
32640,가공식품,소갈비찜,즉석조리식품,100.0,75,4,3.8,6
32641,가공식품,어메이징한돈뼈다귀감자탕,즉석조리식품,100.0,64.78,4.83,2.46,5.83
32642,가공식품,창화당초계찰보리물냉면,즉석조리식품,100.0,107,2,2,20
32643,가공식품,창화당 초계 찰보리 물냉면,즉석조리식품,100.0,107,2,2,20
32644,가공식품,맛있는 순대,즉석조리식품,100.0,181,3,3.8,34
32645,가공식품,리코 갈릭베이컨 샌드위치,즉석조리식품,100.0,293,14,14,28
32646,가공식품,리코 불고기베이크 샌드위치,즉석조리식품,100.0,253,10,9,32
32647,가공식품,무꼬뭐꼬 떡볶이 일반맛,즉석조리식품,100.0,201,6,2,39
32648,가공식품,게방찬 어묵떡볶이,즉석조리식품,100.0,220,8.6,3.8,38
32649,가공식품,추억의 궁물떡볶이 무꼬뭐꼬 매운맛,즉석조리식품,100.0,183.45,5.4,2.53,34.73
32650,가공식품,추억의 궁물떡볶이 무꼬뭐꼬 추억맛,즉석조리식품,100.0,185,4.5,1.7,38
32651,가공식품,추억의 궁물떡볶이 무꼬뭐꼬 짜장맛,즉석조리식품,100.0,185.7,5.5,1.82,36.84
32652,가공식품,쌍팔년도 떡볶이 옛날짜장,즉석조리식품,100.0,185,6,1.8,37
32653,가공식품,쏭셰프 연탄불고기 떡볶이,즉석조리식품,100.0,235,11,8,29
32654,가공식품,추억의 연탄불고기와 함께 먹는 궁물떡볶이,즉석조리식품,100.0,280,11,15,24.4
32655,가공식품,오'쉐프 크림스프,즉석조리식품,100.0,435,5,15,70
32656,가공식품,리코 치킨베이크 샌드위치,즉석조리식품,100.0,241,15,8,26
32657,가공식품,옥수수스프 블록,즉석조리식품,100.0,137,3,10,12
32658,가공식품,쌍팔년도 떡볶이 옛날매운,즉석조리식품,100.0,140,4,1.4,28
32659,가공식품,떡볶이 외길 인생 바비분식,즉석조리식품,100.0,193.94,5,4,33
32660,가공식품,바삭바삭한입순대튀김,즉석조리식품,100.0,231,3,6.4,40
32661,가공식품,무꼬뭐꼬 추억의 궁물떡볶이 추억맛,즉석조리식품,100.0,123.53,3.55,1.37,24.25
32662,가공식품,황태해장국,즉석조리식품,100.0,14,2.3,0.4,0.2
32663,가공식품,오징어기말이,즉석조리식품,100.0,190,9.3,4.8,27
32664,가공식품,2020원더키디 우삼겹 떡볶이 밀키트,즉석조리식품,100.0,260,7,11,33
32665,가공식품,쌍팔년도 떡볶이 옛날맛,즉석조리식품,100.0,125,4,1.4,24
32666,가공식품,정통 오모가리 김치찜,즉석조리식품,100.0,55.58,5.64,1.82,4.16
32667,가공식품,모산 냉동 무청 우거지국,즉석조리식품,100.0,105,6,3.7,12
32668,가공식품,엄지당면김말이,즉석조리식품,100.0,181,2,7.2,27
32669,가공식품,엄지미니김말이,즉석조리식품,100.0,181,2,7.2,27
32670,가공식품,바삭김말이튀김,즉석조리식품,100.0,186,2,6.4,30
32671,가공식품,굿프랜즈김말이튀김,즉석조리식품,100.0,186,2,6.4,30
32672,가공식품,김말이튀김,즉석조리식품,100.0,191,1.8,7.5,29
32673,가공식품,통통김말이,즉석조리식품,100.0,186,2,6.4,30
32674,가공식품,매운맛김말이,즉석조리식품,100.0,196,1.5,9.1,27
32675,가공식품,우리밀우리쌀김말이,즉석조리식품,100.0,182,1.3,7.1,28
32676,가공식품,우리밀우리쌀한입속김말이,즉석조리식품,100.0,182,1.3,7.1,28
32677,가공식품,간편한 얼큰 우거지해장국,즉석조리식품,100.0,156,5,10,11
32678,가공식품,자연담은27가지선식,즉석섭취식품,100.0,435,17,11,66
32679,가공식품,무농약 미숫가루,즉석섭취식품,100.0,2100,14.7,6.2,76.2
32680,가공식품,깔끔담백한맛 홍합미역국,즉석조리식품,100.0,29.1,3.4,1.5,0.5
32681,가공식품,안동참마죽,즉석조리식품,100.0,44,1.3,0.4,8.9
32682,가공식품,완두콩스프 블록,즉석조리식품,100.0,172,4,14,8
32683,가공식품,발아3곡이든곡물한끼,즉석섭취식품,35.0,150,5,3.9,24
32684,가공식품,퀴노아10곡미숫가루,즉석섭취식품,20.0,87,2,2,15
32685,가공식품,유기농 미숫가루 더 블랙,즉석섭취식품,20.0,83,2,1.2,16
32686,가공식품,건강한선식발아3곡,즉석섭취식품,35.0,145,4,2.1,27
32687,가공식품,유기농 담선식,즉석섭취식품,38.0,135,5,3,22
32688,가공식품,"소고기 버섯 비빔밥
5가지 건강재료",즉석조리식품,212.0,385,8,13,60
32689,가공식품,"소고기 버섯 비빔밥
5가지 영양재료",즉석조리식품,262.0,475,10,16,74
32690,가공식품,일렉트로맨 우거지된장국,즉석조리식품,10.0,33,2,0,6
32691,가공식품,미소된장국,즉석조리식품,8.0,25,1,0.5,4
32692,가공식품,콘스프,즉석조리식품,19.0,85,1,3.2,13
32693,가공식품,크루통 컵스프 포테이토크림,즉석조리식품,24.0,95,1,2.4,17
32694,가공식품,체다치즈스프(Cheddar Cheese Soup),즉석조리식품,21.0,100,2,4.6,13
32695,가공식품,크루통 컵스프 갈릭크림,즉석조리식품,24.0,110,1,5,15
32696,가공식품,일렉트로맨 육개장,즉석조리식품,10.0,38,1,1.2,6
32697,가공식품,일렉트로맨 미소된장국,즉석조리식품,10.0,31,2,0,5
32698,가공식품,포르치니버섯 스프,즉석조리식품,18.0,80,1.3,3.1,12
32699,가공식품,크림스프 포타주,즉석조리식품,17.0,75,1.4,2.8,11
32700,가공식품,한솥 시금치 된장국,즉석조리식품,6.0,17.5,1.1,0.3,2.7
32701,가공식품,어니언 크림 스프,즉석조리식품,18.0,85,1,4.1,11
32702,가공식품,국산검은콩이든흑3곡미숫가루,즉석섭취식품,35.0,145,5,1.8,26
32703,가공식품,한솥 콩나물 북어국,즉석조리식품,6.0,15.8,1.3,0.1,2.5
32704,가공식품,아침이 든든한 검정콩선식,즉석섭취식품,40.0,166,6,2.5,30
32705,가공식품,검은콩이 들어간 블랙푸드 미숫가루,즉석섭취식품,40.0,161,4,1,34
32706,가공식품,옛날11곡미숫가루,즉석섭취식품,40.0,163,4,1.4,33
32707,가공식품,국산선식35,즉석섭취식품,40.0,170,5,3,31
32708,가공식품,블랙푸드플러스미숫가루,즉석섭취식품,40.0,124,4,1.4,24
32709,가공식품,재첩진국,즉석조리식품,250.0,5,0,0,0
32710,가공식품,맛있는 사골북어국,즉석조리식품,250.0,65,6,2.6,4
32711,가공식품,일렉트로맨 계란국,즉석조리식품,6.0,22,1,1,3
32712,가공식품,황태미역국,즉석조리식품,8.0,25,1,0.5,4
32713,가공식품,17곡현미 미숫가루,즉석섭취식품,40.0,162,4,1.3,33
32714,가공식품,올블랙선식,즉석섭취식품,30.0,122,3,1,25
32715,가공식품,검정콩선식,즉석섭취식품,40.0,164,5,1.7,33
32716,가공식품,아침이 든든한 통곡물선식,즉석섭취식품,40.0,162,5,1.4,33
32717,가공식품,퀴노아18곡미숫가루,즉석섭취식품,30.0,122,3.4,1,25
32718,가공식품,블랙푸드미숫가루,즉석섭취식품,30.0,121,4,0.9,25
32719,가공식품,생고기 듬뿍 뚝배기 김치찌개,즉석조리식품,485.0,310,20,18,18
32720,가공식품,그릴드치킨치아바타샌드위치,즉석조리식품,105.0,322,11,21,23
32721,가공식품,소고기미역국,즉석조리식품,350.0,95,7,7,2
32722,가공식품,식자재왕 사골곰탕,즉석조리식품,500.0,100,16,3.5,2
32723,가공식품,식자재왕 도가니탕,즉석조리식품,500.0,180,26,8,3
32724,가공식품,불고기 브리또,즉석조리식품,178.0,455,16,9,81
32725,가공식품,잔멸치캐슈넛볶음,즉석조리식품,40.0,141.1,11.9,5.7,10.5
32726,가공식품,신선도원 통팥이 들어간 단호박죽,즉석조리식품,400.0,270,4,2.2,58
32727,가공식품,단호박죽,즉석조리식품,250.0,165,1,2.9,34
32728,가공식품,아침고구마,즉석조리식품,130.0,220,3,0,16
32729,가공식품,자연담은 단호박죽,즉석조리식품,240.0,105,2,0.6,23
32730,가공식품,고기듬뿍김치제육,즉석섭취식품,355.0,713,29,25,93
32731,가공식품,쌀눈 호박죽,즉석조리식품,140.0,113,1.3,0.3,26.3
32732,가공식품,쌀눈 고구마죽,즉석조리식품,200.0,202,6.6,0.2,43.4
32733,가공식품,오늘은 치킨이닭,즉석섭취식품,432.0,913,32,33,122
32734,가공식품,7찬매콤불고기,즉석섭취식품,440.0,744,29,24,103
32735,가공식품,잔새우김자반,즉석조리식품,12.0,68.4,2.8,4.8,3.5
32736,가공식품,꿀조합 최애7찬,즉석섭취식품,385.0,792,30,24,114
32737,가공식품,흑당 밀크티맛,즉석섭취식품,50.0,205,9,2.8,36
32738,가공식품,오늘비빔곤약메밀면,즉석조리식품,201.0,135,2,0.6,31
32739,가공식품,맛있겠쥬 닭갈비,즉석섭취식품,445.0,759,36,19,111
32740,가공식품,요리하다 순대컵 떡볶이,즉석조리식품,294.0,635,8.7,5.4,137.7
32741,가공식품,쉬림프 로제 파스타,즉석조리식품,330.0,645,16,33,71
32742,가공식품,아침단호박,즉석조리식품,100.0,66,3,2,5
32743,가공식품,치킨머쉬룸샌드위치,즉석조리식품,125.0,276,16.1,6.3,38.7
32744,가공식품,맛있는 컵밥 햄버그 덮밥,즉석조리식품,310.0,470,15,11,78
32745,가공식품,NEW한상차림도시락,즉석섭취식품,390.0,732,27,21,109
32746,가공식품,새우고구마볶음,즉석조리식품,100.0,55.1,1.9,0.1,11.5
32747,가공식품,비트무배추김치,즉석조리식품,100.0,37.4,0.8,0.2,8.2
32748,가공식품,강력추천 8찬정식,즉석섭취식품,390.0,682,34,18,96
32749,가공식품,뉴빅갈릭불고기버거,즉석섭취식품,185.0,494,25,25,42
32750,가공식품,맛있는 오뚜기 컵밥 전주식 돌솥비빔밥,즉석조리식품,269.0,390,7,8,72
32751,가공식품,부산어묵탕라면,유탕면,100.0,430,10,14,66
32752,가공식품,쌀눈 호박죽(냉장),즉석조리식품,200.0,156,12.8,0.2,25.8
32753,가공식품,치즈크림 샌드위치,즉석섭취식품,75.0,227,5,11,27
32754,가공식품,햄크림 샌드위치,즉석섭취식품,75.0,222,5,10,28
32755,가공식품,햄앤치즈 샌드위치,즉석섭취식품,80.0,215,6,9,27
32756,가공식품,햄치즈크림 샌드위치,즉석섭취식품,80.0,240,6,12,27
32757,가공식품,햄치즈 샌드위치,즉석섭취식품,80.0,221,6,9,29
32758,가공식품,순미당 앙버터 샌드위치,즉석조리식품,85.0,313,5.1,18,33
32759,가공식품,새콤이탕수육,즉석조리식품,100.0,98.3,6.6,1.9,13.7
32760,가공식품,핫치즈 비프 치아바타,즉석조리식품,188.0,337,19,7,50
32761,가공식품,프리미엄 웰선식 노니,즉석섭취식품,50.0,200,6.5,2.7,38
32762,가공식품,맛있는 오뚜기 컵밥 불닭마요덮밥,즉석조리식품,277.0,470,12,16,69
32763,가공식품,맛있는 컵밥 춘천닭갈비덮밥,즉석조리식품,310.0,390,13,7,69
32764,가공식품,맛있는 컵밥 오삼불고기덮밥,즉석조리식품,310.0,490,14,16,72
32765,가공식품,유니짜장덮밥소스,즉석조리식품,100.0,85,4,1.1,15
32766,가공식품,치킨랩샌드위치,즉석조리식품,165.0,441,20.3,21.3,42
32767,가공식품,웰프로틴초코,즉석섭취식품,40.0,161,13.3,2.1,22
32768,가공식품,귀리곤약밥 & 매콤 함박스테이크,즉석조리식품,250.0,401,17.5,7.8,65.1
32769,가공식품,유로 잉글리쉬머핀샌드위치,즉석조리식품,120.0,311.0,14,16,30
32770,가공식품,잉글리쉬머핀 샌드위치,즉석조리식품,120.0,311.0,14,15,30
32771,가공식품,Brunch Quick 함박스테이크,즉석조리식품,265.0,445.0,29,26,24
32772,가공식품,계란야채곤약볶음밥 & 갈비맛 빅볼 닭가슴살,즉석조리식품,235.0,350.0,20,7,52
32773,가공식품,맛있는 오뚜기 컵밥 참치마요덮밥,즉석조리식품,247.0,460.0,11,18,64
32774,가공식품,맛있는 컵밥 김치참치덮밥,즉석조리식품,310.0,425.0,13,11,69
32775,가공식품,맛있는 컵밥 제육덮밥,즉석조리식품,310.0,520.0,13,21,70
32776,가공식품,맛있는 오뚜기 컵밥 뚝배기불고기밥,즉석조리식품,320.0,365.0,11,2.3,75
32777,가공식품,곰곰 떡볶이 옛날맛,즉석조리식품,560.0,1210.0,44,10.5,235
32778,가공식품,프리미엄 웰선식 파인애플,즉석섭취식품,50.0,200.0,8.4,2.7,36
32779,가공식품,프리미엄 웰선식 말차콜라겐,즉석섭취식품,50.0,200.0,9.3,2.7,35
32780,가공식품,곰곰 떡볶이 매운맛,즉석조리식품,560.0,1190.0,36,10,238
32781,가공식품,파스타 인 머쉬룸크림,즉석조리식품,60.0,240.0,5,6,41
32782,가공식품,그릴드치킨치아바타,즉석조리식품,210.0,580.0,19,26,68
32783,가공식품,식사시간 바나나 플러스,즉석섭취식품,45.0,186.0,5.4,2.7,35
32784,가공식품,소불고기치즈필라프,즉석조리식품,400.0,340.0,10,8,58
32785,가공식품,12찬한판도시락,즉석섭취식품,410.0,741.0,32,25,97
32786,가공식품,들깨가루무나물,즉석조리식품,100.0,30.1,1,0.2,6
32787,가공식품,핫앤쿡 라면애밥 쇠고기미역국,즉석조리식품,110.0,409.0,9,9,74
32788,가공식품,프리미엄 웰선식 백년초콜라겐,즉석섭취식품,45.0,180.0,7.7,2.3,32
32789,가공식품,식사시간 아몬드 플러스,즉석섭취식품,45.0,192.0,10.7,4.7,27
32790,가공식품,웰프로틴코코넛,즉석섭취식품,40.0,166.0,13.1,3.2,21.3
32791,가공식품,곤드레된장블럭,즉석조리식품,90.0,297.0,14,4.1,51
32792,가공식품,머스타드핫도그,즉석조리식품,168.0,398.0,13,23,35
32793,가공식품,더블치즈햄치아바타,즉석조리식품,165.0,410.0,22,19,38
32794,가공식품,파스타 인 까르보나라,즉석조리식품,60.0,250.0,6,8,38
32795,가공식품,남도떡갈비정식,즉석섭취식품,417.0,825.0,32,33,100
32796,가공식품,오늘소바곤약메밀면,즉석조리식품,203.0,80.0,2,0,18
32797,가공식품,맛있는 컵밥 진짬뽕밥,즉석조리식품,217.5,370.0,8,6,71
32798,가공식품,프리미엄 웰선식 블랙,즉석섭취식품,50.0,200.0,8.7,2.8,35
32799,가공식품,웰프로틴풋사과,즉석섭취식품,40.0,161.0,13.4,2,22.2
32800,가공식품,식사시간 딸기 플러스,즉석섭취식품,45.0,184.0,7.9,2.7,32
32801,가공식품,뽀로로 랍스터맛 떡볶이,즉석조리식품,115.0,458.97,5.29,2.19,104.54
