NO,식품종류,식품명,상세분류,1회제공량,kcal,단백질(g),지방(g),탄수화물(g)
14167,가공식품,표고버섯스낵,스낵과자,30.0,49.14,1.22,2.87,4.59
14168,가공식품,홈런볼 쵸코,초콜릿가공품,30.0,50.67,0.66,3.33,4.47
14169,가공식품,환타지아,스낵과자,30.0,43.38,0.71,1.47,6.83
14170,가공식품,롤웨하스 초코,웨이퍼,30.0,45,0.54,1.89,6.39
14171,가공식품,롤웨하스 화이트,웨이퍼,30.0,46.8,0.63,2.25,6.03
14172,가공식품,웨하스 크림맛,웨이퍼,30.0,46.71,0.4,2.36,5.99
14173,가공식품,웨하스 딸기,웨이퍼,30.0,45,0.45,1.98,6.39
14174,가공식품,웨하스 바닐라,웨이퍼,30.0,44.55,0.45,1.89,6.39
14175,가공식품,까메오,쿠키,30.0,44.55,0.45,1.89,6.48
14176,가공식품,마가렛트,쿠키,30.0,45.09,0.68,2.38,5.21
14177,가공식품,브라우닝,비스킷,30.0,43.2,0.54,1.71,6.57
14178,가공식품,샤브레,쿠키,30.0,42.84,0.41,1.71,6.46
14179,가공식품,애플쨈,쿠키,30.0,39.69,0.35,0.41,6.61
14180,가공식품,초코칩쿠키,쿠키,30.0,45,0.54,2.07,6.12
14181,가공식품,촉촉한 초코칩,쿠키,30.0,45,0.54,2.43,5.31
14182,가공식품,쵸코칩 쿠키,쿠키,30.0,47.97,0.6,2.67,5.37
14183,가공식품,쵸코파이,초콜릿가공품,30.0,40.14,0.39,1.66,5.85
14184,가공식품,후레시베리,기타과자,30.0,40.05,0.36,2.16,4.86
14185,가공식품,다이제,비스킷,30.0,43.2,0.63,1.71,6.21
14186,가공식품,다이제 초코,초콜릿가공품,30.0,45.45,0.54,2.07,6.12
14187,가공식품,뽀뽀틴,추잉껌,30.0,25.83,0,0,6.45
14188,가공식품,에이스,크래커,30.0,47.43,0.63,2.61,5.3
14189,가공식품,이츠초코,크래커,30.0,46.8,0.63,2.25,6.12
14190,가공식품,제로,크래커,30.0,31.14,0.51,3.3,3.06
14191,가공식품,찬찬 초코,비스킷,30.0,51.75,0.63,3.35,4.72
14192,가공식품,통크,크래커,30.0,46.35,0.72,2.16,5.94
14193,가공식품,하비스트,크래커,30.0,44.46,0.67,2,5.94
14194,가공식품,구르메 젤리 빈스 그린애플향,젤리,10.0,3.5,0,0,0.93
14195,가공식품,구르메 젤리 빈스 레몬향,젤리,10.0,3.5,0,0,0.93
14196,가공식품,구르메 젤리 빈스 망고향,젤리,10.0,3.5,0,0,0.93
14197,가공식품,구르메 젤리 빈스 보이젠베리향,젤리,10.0,3.5,0,0,0.93
14198,가공식품,구르메 젤리 빈스 블루베리향,젤리,10.0,3.5,0,0,0.93
14199,가공식품,구르메 젤리 빈스 솜사탕향,젤리,10.0,3.5,0,0,0.93
14200,가공식품,구르메 젤리 빈스 아이스크림케익향,젤리,10.0,3.5,0,0,0.93
14201,가공식품,구르메 젤리 빈스 체리향,젤리,10.0,3.5,0,0,0.93
14202,가공식품,구르메 젤리 빈스 탄제린향,젤리,10.0,3.5,0,0,0.93
14203,가공식품,구르메 젤리 빈스 핑크자몽향,젤리,10.0,3.5,0,0,0.93
14204,가공식품,구리 요시와라 요깡,양갱,50.0,72.37,0.66,0,17.76
14205,가공식품,구미 웜 젤리,젤리,10.0,3.33,0.07,0,0.8
14206,가공식품,구미100,젤리,10.0,3.29,0.05,0,0.77
14207,가공식품,구미초코볼 스트로베리밀크,젤리,10.0,4.8,0.08,0.2,0.64
14208,가공식품,구슬이랑 별이랑,기타캔디류,10.0,4,0,0,1
14209,가공식품,구아만다,비스킷,30.0,45.81,0.81,2.38,5.28
14210,가공식품,구욘 디버스 미니,비스킷,30.0,40.32,0.54,1.44,6.3
14211,가공식품,구욘 픽크 물고기모양 크래커,크래커,30.0,44.46,0.72,1.98,5.94
14212,가공식품,구욘 픽크 미니크래커,크래커,30.0,44.46,0.72,1.98,5.94
14213,가공식품,구욘 픽크 믹스크래커,크래커,30.0,44.46,0.72,1.98,5.94
14214,가공식품,구운마늘 다운 이스트 크래커,크래커,30.0,34.5,0.9,0.9,5.7
14215,가공식품,구워만든 쌀로별 인절미맛,스낵과자,30.0,41.4,1.35,1.35,6.03
14216,가공식품,구촘프 블루베리석류향,젤리,30.0,27,0,0,6.9
14217,가공식품,구촘프 오렌지향,젤리,30.0,27,0,0,6.9
14218,가공식품,구촘프 워터멜론향,젤리,30.0,27,0,0,6.9
14219,가공식품,소면,건면,100.0,339,15.1,0.2,69.4
14220,가공식품,생소면,생면,100.0,262,5,0.7,59
14221,가공식품,생국시,생면,100.0,262,5,0.7,59
14222,가공식품,국희 곡물샌드,크래커,30.0,47.06,0.59,2.36,5.86
14223,가공식품,국희 쵸코샌드,크래커,30.0,46.62,0.48,2.26,6.08
14224,가공식품,굿키스 더블초콜릿칩 쿠키,쿠키,30.0,45,0,2.57,5.14
14225,가공식품,굿키스 믹스후르츠맛 쿠키,쿠키,30.0,47.57,0,2.57,5.14
14226,가공식품,굿키스 버터쿠키,쿠키,30.0,45,0,1.93,6.43
14227,가공식품,굿키스 오트 앤 월넛 쿠키,쿠키,30.0,45,0,2.57,5.14
14228,가공식품,굿키스 콘플레이크 앤 레이즌 쿠키,쿠키,30.0,45,0,1.93,6.43
14229,가공식품,굿타임 더블 초코 초코칩 쿠키,쿠키,30.0,42.75,0.45,1.89,5.85
14230,가공식품,굿타임 클래식 초코칩 쿠키,쿠키,30.0,45,0.45,1.89,6.3
14231,가공식품,그대로 쌀과자,스낵과자,30.0,36.43,0.43,0.13,8.14
14232,가공식품,그라쩌 링게,쿠키,30.0,47.16,0.5,2.52,5.4
14233,가공식품,그래놀라 트레일 건블루베리 믹스,기타과자,30.0,37.2,0.9,1.8,4.8
14234,가공식품,그래놀라 트레일 건크랜베리 믹스,기타과자,30.0,37.2,0.9,1.8,4.8
14235,가공식품,그래놀라 트레일 바나나 믹스,기타과자,30.0,39,0.9,2.1,4.8
14236,가공식품,그래놀라 트레일 코코아 믹스,기타과자,30.0,33,0.9,1.2,5.1
14237,가공식품,그랜드 게메즈 에낙,스낵과자,30.0,45,0.9,2.1,5.7
14238,가공식품,그레이스,비스킷,30.0,44.95,0.76,2.01,5.95
14239,가공식품,그로똘리,비스킷,30.0,41.94,0.72,1.62,6.12
14240,가공식품,그론도나 고체,쿠키,30.0,46.8,0.36,2.52,5.76
14241,가공식품,그론도나 까네스트렐리니,쿠키,30.0,43.2,0.72,2.16,5.4
14242,가공식품,그론도나 라떼,쿠키,30.0,42,0.6,1.8,6
14243,가공식품,그론도나 보치니,쿠키,30.0,39.6,0.72,1.44,5.76
14244,가공식품,그론도나 초코,쿠키,30.0,46.8,0.72,2.52,5.4
14245,가공식품,그리스비 쿠키,쿠키,30.0,43.59,0.51,2.28,5.23
14246,가공식품,그리시니,크래커,30.0,36.6,1.2,0.72,6.3
14247,가공식품,그리시니 갈릭 브레드스틱,크래커,30.0,35.28,1.51,0.58,6.37
14248,가공식품,그리시니 브레드스틱,크래커,30.0,35.55,1.12,0.61,6.3
