고유ID,식품명,1회 섭취량(g),kcal,탄수화물(g),단백질(g),지방(g),당류(g)
가공식품_빵류,참부오느피자,110.0,288.0,38.4,11.0,10.0,10.5
가공식품_즉석조리식품,리얼곤약비빔면,211.0,132.0,29.2,2.0,0.9,10.5
가공식품_즉석섭취식품,달콤단호박샐러드,221.0,325.0,44.0,8.0,13.0,23.0
가공식품_즉석조리식품,고구마튀김,1000.0,2165.0,343.0,32.0,74.0,104.0
가공식품_신선편의식품,[모닝 후르츠] 퀵 디저트,200.0,107.1,25.3,1.0,0.2,20.8
가공식품_신선편의식품,"[과일애] 한번에 과채
(파인애플 오렌지 샐러리)",180.0,87.8,20.6,1.1,0.1,18.7
가공식품_빵류,횡성한우핫도그1,110.0,322.8,37.6,10.5,14.5,10.4
가공식품_즉석조리식품,데미글라스 햄버그 스테이크,240.0,365.0,23.0,28.0,18.0,14.0
가공식품_신선편의식품,"[과일애] 한번에 과채
(비트 사과 당근)",180.0,90.1,21.2,1.1,0.1,18.6
가공식품_즉석조리식품,[Careplus]통마늘병아리콩조림 행복한맛남,1000.0,1645.0,277.0,64.0,31.0,58.0
가공식품_즉석조리식품,러브잇 닭가슴살 통밀곤약 떡볶이 궁중맛,210.0,365.0,56.0,17.0,8.0,12.0
가공식품_즉석조리식품,핑크퐁 아기상어 매콤떡볶이,111.0,260.0,58.0,4.0,1.3,8.0
가공식품_즉석조리식품,고독한야식가순대볶음,300.0,468.0,73.0,11.0,15.0,14.0
가공식품_즉석조리식품,치킨브레스트 샌드위치,155.0,332.8,53.0,21.1,4.2,10.2
가공식품_즉석조리식품,매운간장찜닭,560.0,765.0,106.0,56.0,13.0,32.0
가공식품_즉석조리식품,커리소스닭가슴살볶음밥& 두부스테이크,240.0,388.0,54.2,20.8,9.8,10.2
가공식품_즉석조리식품,영양국 건새우근대된장국,130.0,21.9,2.7,2.1,0.5,4.2
가공식품_즉석조리식품,영양국 한우우거지된장국,130.0,42.4,1.7,5.2,1.6,4.2
가공식품_즉석섭취식품,깐풍왕교자,225.0,450.0,48.0,12.0,23.0,15.0
가공식품_즉석조리식품,짜장떡볶이,160.0,425.0,96.0,8.0,1.4,20.0
가공식품_즉석섭취식품,스위트 후레쉬콘 샐러드,110.0,150.0,18.0,2.0,8.0,11.0
가공식품_즉석섭취식품,브렉퍼스트볼그릭,150.0,250.0,41.0,6.0,7.0,15.0
가공식품_즉석섭취식품,달콤한 아몬드 고구마 샐러드,110.0,225.0,25.0,2.0,13.0,11.0
가공식품_즉석섭취식품,고구마아몬드샐러드,110.0,240.0,26.0,2.0,14.0,11.0
가공식품_신선편의식품,[All fresh] 하루과일 도시락,145.0,78.5,17.8,1.0,0.4,14.5
가공식품_즉석섭취식품,에그치즈토스트샌드,105.0,360.0,25.0,8.0,25.0,10.0
가공식품_유탕면,팔도 비빔면 치즈컵,108.0,455.0,69.0,7.0,17.0,10.0
가공식품_유탕면,홍석천‘S 홍라면 매운치즈볶음면,112.0,480.0,71.0,8.0,18.0,10.0
가공식품_즉석조리식품,안토니오 브리또 플레로티나시고랭,125.0,300.0,41.0,11.0,10.0,10.0
가공식품_즉석조리식품,닭가슴살 든든브리또 오리지널,130.0,280.0,36.0,17.0,7.0,10.0
가공식품_즉석섭취식품,에그단호박 샌드위치,130.0,288.0,37.0,8.0,12.0,10.0
가공식품_즉석섭취식품,대만식연유샌드위치,135.0,397.0,41.0,11.0,21.0,10.0
가공식품_즉석섭취식품,한돈클래식핫도그,137.0,355.0,31.0,11.0,21.0,10.0
가공식품_즉석섭취식품,매콤 데리야끼 불고기 버거,140.0,377.0,33.0,14.0,21.0,10.0
가공식품_유탕면,도전! 불닭비빔면,140.0,560.0,87.0,10.0,19.0,10.0
가공식품_즉석섭취식품,통모짜렐라닭갈비버거,145.0,374.0,38.0,24.0,14.0,10.0
가공식품_즉석조리식품,바게뜨 long 핫도그(불고기맛),150.0,362.0,55.0,13.3,10.1,10.0
가공식품_즉석섭취식품,크림치즈상하이버거,150.0,468.0,41.0,13.0,28.0,10.0
가공식품_즉석섭취식품,빅바베큐맛콘핫도그,155.0,506.0,45.0,12.0,31.0,10.0
가공식품_즉석섭취식품,NEW 스크램블&소시지 샌드위치,170.0,486.0,44.0,10.0,30.0,10.0
가공식품_즉석섭취식품,케이준치킨샌드위치,171.0,358.0,40.0,13.0,16.0,10.0
가공식품_즉석섭취식품,에그불고기버거,171.0,395.0,38.0,18.0,19.0,10.0
가공식품_즉석섭취식품,통모짜렐라고구마피자버거,173.0,398.0,49.0,19.0,14.0,10.0
가공식품_즉석섭취식품,트리플치즈버거,171.0,440.0,26.0,17.0,30.0,10.0
가공식품_즉석섭취식품,갈비양념버거,175.0,368.0,48.0,14.0,13.0,10.0
가공식품_즉석섭취식품,파인 땡큐 샌드위치 Fine Thank you Sandwich,175.0,385.0,33.0,16.0,21.0,10.0
가공식품_즉석조리식품,비비고 고등어시래기조림,160.0,300.0,16.0,18.0,18.0,9.0
가공식품_즉석섭취식품,떡갈비빅밥바,177.0,384.0,46.0,14.0,16.0,10.0
가공식품_즉석섭취식품,뉴빅케이준치킨햄샌드위치,180.0,470.0,54.0,14.0,22.0,10.0
가공식품_즉석섭취식품,유부초밥,182.0,480.0,50.0,8.0,11.0,10.0
가공식품_즉석조리식품,소불고기 덮밥,200.0,205.0,18.0,14.0,9.0,10.0
가공식품_즉석조리식품,스파이시치킨핫도그,200.0,245.0,51.0,18.0,25.0,10.0
가공식품_즉석조리식품,NEW 스파이시치킨핫도그,200.0,245.0,51.0,18.0,25.0,10.0
가공식품_즉석섭취식품,4단콤보샌드,200.0,335.0,51.0,9.0,11.0,10.0
가공식품_즉석섭취식품,4단콤보샌드,200.0,438.0,51.0,10.0,22.0,10.0
가공식품_즉석섭취식품,빅치즈불고기버거,200.0,435.0,46.0,17.0,20.0,10.0
가공식품_즉석조리식품,건강한 매콤낙지볶음밥&통통해물완자,205.0,340.0,42.0,9.0,15.0,10.0
가공식품_즉석조리식품,건강한 퀴노아렌틸콩잡곡밥&매콤닭갈비,210.0,380.0,47.0,14.0,15.0,10.0
가공식품_즉석섭취식품,떠-블떡갈비버거,208.0,487.0,48.0,22.0,23.0,10.0
가공식품_빵류,피자킹 불닭,210.0,485.0,65.0,18.0,17.0,10.0
가공식품_빵류,자이언트 레드핫치킨 피자,210.0,502.0,70.0,15.0,18.0,10.0
가공식품_즉석조리식품,포켓도시락 든든 다섯가지나물밥&파프리카맛소시지,220.0,310.0,34.0,13.0,13.0,10.0
가공식품_즉석조리식품,단호박퀴노아밥과 비프스테이크,220.0,340.0,44.0,18.0,10.0,10.0
가공식품_즉석조리식품,건강한 영양만점나물밥&고추장불고기,220.0,380.0,46.0,11.0,17.0,10.0
가공식품_즉석조리식품,알리오올리오&두부스테이크,220.0,394.0,54.0,18.0,11.0,10.0
가공식품_즉석조리식품,갈릭올리브유볶음밥과 두부스테이크,220.0,394.0,54.0,18.0,11.0,10.0
가공식품_즉석조리식품,아라비아따파스타,230.0,315.0,45.0,9.0,11.0,10.0
가공식품_즉석조리식품,유어스 낙지볶음밥,230.0,405.0,75.0,11.0,7.0,10.0
가공식품_즉석조리식품,교촌 닭갈비볶음밥,230.0,420.0,68.0,12.0,11.0,10.0
가공식품_즉석조리식품,퀴노아고구마밥&갈릭소시지,238.0,395.0,60.0,10.0,13.0,10.0
가공식품_즉석섭취식품,의성마늘프랑크김밥,240.0,530.0,52.0,13.0,30.0,10.0
가공식품_즉석조리식품,흑미연자육밥과 우삼겹불고기덮밥 도시락,250.0,370.0,67.0,17.0,4.7,10.0
가공식품_즉석조리식품,곤드레나물밥&흑마늘함박스테이크 미용식,250.0,395.0,54.0,13.0,14.0,10.0
가공식품_즉석조리식품,찜닭볶음밥,250.0,470.0,69.0,12.0,16.0,10.0
가공식품_즉석섭취식품,연어왕유부초밥,256.0,441.0,66.0,15.0,13.0,10.0
가공식품_즉석조리식품,병아리콩보리밥과 순살치킨 도시락,260.0,326.0,45.0,16.0,10.0,10.0
가공식품_즉석조리식품,매운해산물 곤약리조또,270.0,175.0,29.0,4.0,5.0,10.0
가공식품_즉석조리식품,맛있닭 더담은 도시락 전주비빔밥 & 토마토로제소스 닭가슴살,275.0,360.0,47.0,24.0,8.0,10.0
가공식품_즉석조리식품,햇반컵반 직화볶음짜장 덮밥,280.0,390.0,71.0,8.0,8.0,10.0
가공식품_즉석조리식품,짜장덮밥,280.0,438.0,69.0,14.0,11.0,10.0
가공식품_즉석섭취식품,롱참치샐러드김밥,276.0,475.0,70.0,17.0,14.0,10.0
가공식품_즉석조리식품,표고버섯밥 치즈&소시지,276.0,487.0,67.0,23.0,14.0,10.0
가공식품_즉석조리식품,요리하다 매콤제육덮밥,280.0,560.0,88.0,16.0,16.0,10.0
가공식품_즉석조리식품,청정원 로제 스파게티,290.0,390.0,64.0,11.0,10.0,10.0
가공식품_즉석조리식품,새우볶음밥&함박스테이크,290.0,500.0,53.0,25.0,21.0,10.0
가공식품_즉석조리식품,뽀모도로 파스타,300.0,382.0,73.0,9.0,6.0,10.0
가공식품_즉석조리식품,떡갈비한끼컵도시락,300.0,497.0,83.0,14.0,11.0,10.0
가공식품_즉석조리식품,곰곰 낙지볶음밥,300.0,536.0,97.0,10.0,12.0,10.0
가공식품_즉석조리식품,낙지볶음밥R,300.0,540.0,97.0,10.0,12.0,10.0
가공식품_즉석조리식품,맛있는 컵밥 소시지 카레덮밥,315.0,455.0,74.0,11.0,13.0,10.0
가공식품_즉석조리식품,돝고기506 소고기 크림볶음밥,310.0,650.0,56.0,23.0,37.0,10.0
가공식품_즉석섭취식품,치킨프리카세세트,310.0,435.0,63.0,22.0,9.1,10.0
가공식품_즉석섭취식품,치킨&카레,318.0,855.0,146.0,29.0,17.0,10.0
가공식품_즉석조리식품,수타식직화짜장면,330.0,405.0,74.0,12.0,7.0,10.0
가공식품_즉석조리식품,박코치&맛있저염코칭도시락마늘돼지구이,330.0,527.0,73.0,17.0,18.6,10.0
가공식품_즉석섭취식품,제육&햄김밥,333.0,545.0,82.0,16.0,17.0,10.0
가공식품_즉석섭취식품,담백한 단호박밥&중화풍 새우오징어볶음,350.0,370.0,58.0,14.0,9.0,10.0
가공식품_즉석조리식품,박코치&맛있저염코칭도시락토마토고추장불고기,347.0,556.0,71.0,18.0,22.2,10.0
가공식품_즉석섭취식품,속이알찬매콤제육&참치김밥,344.0,650.0,76.0,17.0,31.0,10.0
가공식품_즉석섭취식품,브로컬리미트볼세트,360.0,444.0,70.0,14.0,12.0,10.0
가공식품_빵류,오리지널 콤비네이션 피자,360.0,890.0,86.0,42.0,42.0,10.0
가공식품_즉석섭취식품,시금치크림치킨스테이크세트,365.0,433.0,59.0,20.0,13.0,10.0
가공식품_즉석섭취식품,바싹불고기도시락,382.0,655.0,95.0,27.0,18.0,10.0
가공식품_즉석조리식품,초간편눈꽃볶음밥,382.0,796.0,91.0,27.0,36.0,10.0
가공식품_즉석섭취식품,반반치킨도시락,399.0,768.0,112.0,28.0,23.0,10.0
가공식품_즉석조리식품,함박 스테이크 파스타,425.0,715.0,79.0,31.0,28.0,10.0
가공식품_즉석섭취식품,매콤닭갈비&돈까스도시락,415.0,723.0,103.0,17.0,27.0,10.0
가공식품_즉석섭취식품,매콤따닥불고기도시락,414.0,746.0,87.0,26.0,33.0,10.0
가공식품_신선편의식품,"[과일애] 한번에 과채
(비트 사과 오렌지)",180.0,88.3,20.5,1.4,0.1,17.9
가공식품_즉석조리식품,뽀로로 매콤 떡볶이,120.0,318.2,72.2,3.2,1.9,10.4
가공식품_즉석조리식품,서울마님 오감떡볶이 전통짜장맛,580.0,1140.0,217.0,36.0,14.0,32.0
가공식품_즉석조리식품,납작당면 쌀떡볶이,380.0,750.0,175.0,9.0,1.0,21.0
가공식품_즉석조리식품,영양국 시금치감자국,130.0,30.5,7.0,1.8,0.4,4.0
가공식품_즉석조리식품,불닭그라탕,225.0,360.0,46.0,17.0,12.0,22.0
가공식품_즉석섭취식품,달콤한 아몬드 고구마 샐러드,500.0,1045.0,116.0,8.0,61.0,49.0
가공식품_신선편의식품,[모닝 후르츠] 퀵 굿모닝,180.0,97.1,22.8,1.1,0.2,17.6
가공식품_즉석섭취식품,OK!COOK 리코타치즈 샐러드,200.0,221.0,26.7,5.6,10.2,19.5
가공식품_신선편의식품,한스푼 리코타 치즈,190.0,260.8,29.8,8.1,12.2,18.3
가공식품_즉석조리식품,서울마님 오감떡볶이 보통맛,590.0,1100.0,229.0,33.0,5.0,32.0
가공식품_즉석조리식품,오뚜기 데미글라스 햄버그스테이크,240.0,375.0,24.0,27.0,19.0,13.0
가공식품_즉석섭취식품,바디코어 프리미엄,50.0,197.0,16.0,27.0,2.9,12.0
가공식품_즉석섭취식품,더블디럭스버거,190.0,507.0,43.0,19.0,28.8,9.6
가공식품_즉석조리식품,클래식흰살생선토마토스튜,100.0,52.0,9.0,3.0,0.0,3.0
가공식품_즉석조리식품,클래식토마토비프스튜,100.0,78.0,9.0,4.0,2.7,3.0
가공식품_즉석조리식품,영양국 배추콩가루국,130.0,41.6,2.8,3.6,2.1,3.9
가공식품_즉석조리식품,돼지묵은지짜글이,300.0,190.0,22.0,12.0,6.0,9.0
가공식품_즉석조리식품,시그니쳐 부대찌개,1300.0,1400.0,143.0,52.0,61.0,39.0
가공식품_즉석섭취식품,후레시스 단호박샐러드,1000.0,2060.0,185.0,15.0,140.0,95.0
가공식품_즉석조리식품,국물떡볶이,310.0,605.0,128.0,17.0,2.9,27.0
가공식품_즉석조리식품,아이잔멸치볶음,75.0,319.0,20.0,26.0,15.0,4.0
가공식품_즉석조리식품,머쉬룸너비아니&단호박연근영양밥,220.0,305.0,30.0,23.6,10.2,9.5
가공식품_즉석조리식품,고독한야식가순대곱창볶음,350.0,630.0,79.0,22.0,25.0,15.0
가공식품_즉석조리식품,현미곤약밥 & 고구마 치즈롤 스테이크,250.0,420.0,68.0,17.0,9.0,9.5
가공식품_즉석섭취식품,숯불갈비맛버거,150.0,379.0,40.0,15.0,18.0,9.4
가공식품_즉석조리식품,요리하다 닭갈비볶음밥,250.0,440.0,70.0,11.0,13.0,9.4
가공식품_즉석섭취식품,살사후실리샐러드,1000.0,2135.0,330.0,35.0,75.0,93.0
가공식품_즉석조리식품,낙지볶음,210.0,170.0,20.0,17.0,2.5,11.0
가공식품_즉석조리식품,오징어볶음,210.0,175.0,20.0,18.0,2.7,11.0
가공식품_즉석조리식품,영양국 근대두부된장국,130.0,36.2,3.0,3.3,1.7,3.8
가공식품_즉석조리식품,영양국 생선살미소국,130.0,44.4,9.4,7.3,0.9,3.8
가공식품_즉석조리식품,우리집 애호박돼지찌개,350.0,123.0,14.0,10.0,3.0,10.0
가공식품_즉석섭취식품,OK!COOK 닭가슴살 샐러드,200.0,140.0,21.8,10.2,1.3,18.4
가공식품_즉석조리식품,화오미 어향가지,250.0,340.0,32.0,12.0,18.0,13.0
가공식품_즉석조리식품,핫스테이크&탄두리야채현미밥,220.0,340.0,39.0,21.0,11.3,9.2
가공식품_즉석섭취식품,상큼한 크랜베리 단호박 샐러드,110.0,215.0,21.0,1.0,14.0,10.0
가공식품_즉석섭취식품,악마의초코샌드위치,60.0,230.0,25.0,5.0,12.0,9.0
가공식품_빵류,크런치 찰 핫도그,75.0,195.0,24.0,4.0,9.0,9.0
가공식품_즉석섭취식품,샌띵 햄치즈,80.0,215.0,27.0,6.0,9.0,9.0
가공식품_즉석조리식품,노량진컵밥 쇠고기비빔밥,81.0,276.0,56.0,7.0,2.9,9.0
가공식품_즉석섭취식품,OK!COOK 그라나파다노 샐러드,180.0,151.0,24.2,4.7,3.9,16.2
가공식품_즉석섭취식품,어니언 톡톡 콘 샐러드,100.0,115.0,16.0,2.0,5.0,9.0
가공식품_즉석섭취식품,크랜베리단호박샐러드,500.0,985.0,94.0,6.0,65.0,45.0
가공식품_빵류,잇메이트 크리스피 핫도그 훈제,100.0,230.0,29.0,11.0,7.0,9.0
가공식품_유탕면,짜계치,105.0,470.0,68.0,11.0,17.0,9.0
가공식품_유탕면,큰컵 별뽀빠이 야끼소바볶음면,110.0,465.0,63.0,11.0,19.0,9.0
가공식품_즉석섭취식품,매콤 불고기 부리또,115.0,262.0,31.0,12.0,10.0,9.0
가공식품_빵류,디마떼오 고구마 피자,115.0,290.0,50.0,10.0,6.0,9.0
가공식품_즉석섭취식품,에그&베이컨토스트샌드위치,117.0,315.0,23.0,7.0,22.0,9.0
가공식품_즉석섭취식품,리얼불고기샌드위치,119.0,388.0,35.0,16.0,21.0,9.0
가공식품_즉석섭취식품,참치빵빵샌드위치,120.0,320.0,30.0,9.0,18.0,9.0
가공식품_유탕면,짜장볶이 ,120.0,535.0,80.0,11.0,19.0,9.0
가공식품_즉석조리식품,교촌닭갈비볶음밥브리또,125.0,295.0,38.0,11.0,11.0,9.0
가공식품_즉석조리식품,고구마치즈브리또,125.0,350.0,35.0,15.0,16.0,9.0
가공식품_즉석섭취식품,베이컨에그샌드위치,131.0,306.0,36.0,9.0,14.0,9.0
가공식품_즉석섭취식품,로스카츠 샌드위치,140.0,364.0,37.0,9.0,20.0,9.0
가공식품_즉석섭취식품,햄&치즈 샌드위치,140.0,413.0,36.0,11.0,25.0,9.0
가공식품_즉석섭취식품,치즈듬뿍핫도그,140.0,434.0,32.0,10.0,30.0,9.0
가공식품_즉석섭취식품,스크램블&콘치즈샌드위치,145.0,334.0,41.0,11.0,14.0,9.0
가공식품_즉석섭취식품,에그불고기치즈버거,150.0,359.0,35.0,12.0,19.0,9.0
가공식품_즉석섭취식품,햄치즈에그 베이글 샌드위치,150.0,390.0,45.0,12.0,18.0,9.0
가공식품_빵류,떠먹는 컵피자 매운치킨,150.0,365.0,42.0,18.0,14.0,9.0
가공식품_즉석섭취식품,더커진전주비빔,155.0,295.0,50.0,7.0,7.0,9.0
가공식품_즉석섭취식품,뿌려킹치벅,155.0,434.0,47.0,21.0,18.0,9.0
가공식품_즉석섭취식품,빅오리지널핫도그,155.0,439.0,40.0,12.0,26.0,9.0
가공식품_즉석섭취식품,데리버거,159.0,335.0,47.0,14.0,10.0,9.0
가공식품_즉석섭취식품,더블치즈불고기버거,159.0,490.0,38.0,18.0,30.0,9.0
가공식품_즉석섭취식품,햄치즈프렌치토스트,160.0,499.0,45.0,16.0,28.0,9.0
가공식품_즉석섭취식품,케이준치킨&햄샌드,167.0,370.0,44.0,12.0,16.0,9.0
가공식품_즉석조리식품,노량진컵밥 제육맛비빔밥,81.0,274.0,56.0,6.0,2.6,9.0
가공식품_즉석섭취식품,사각페스츄리단호박샌드위치,169.0,505.0,34.0,9.0,37.0,9.0
가공식품_즉석섭취식품,에그에그샌드위치 Egg Sandwich,175.0,370.0,28.0,15.0,22.0,9.0
가공식품_즉석조리식품,치킨을 찍어먹으면 맛있는 떡볶이,280.0,365.0,70.0,10.0,4.8,14.0
가공식품_즉석섭취식품,빅참치&햄에그샌드위치,180.0,560.0,30.0,11.0,44.0,9.0
가공식품_즉석섭취식품,새콤달콤유부초밥,182.0,385.0,68.0,9.0,8.0,9.0
가공식품_즉석섭취식품,페퍼로니모짜치즈버거,183.0,454.0,50.0,21.0,19.0,9.0
가공식품_즉석섭취식품,유부초밥,192.0,360.0,62.0,9.0,9.0,9.0
가공식품_즉석조리식품,굽네 볼케이노치밥,200.0,325.0,57.0,9.0,7.0,9.0
가공식품_빵류,점보피자 콤비네이션,205.0,529.0,68.0,24.0,18.0,9.0
가공식품_즉석조리식품,일렉트로맨 고추장 비빔밥,97.0,358.0,75.0,8.0,3.0,9.0
가공식품_즉석조리식품,밀스원 퀴노아렌틸콩잡곡밥&매콤닭갈비,210.0,375.0,47.0,17.0,13.0,9.0
가공식품_즉석섭취식품,BLT샌드위치,210.0,385.0,46.0,15.0,16.0,9.0
가공식품_빵류,피자킹 슈퍼슈프림,210.0,403.0,52.0,15.0,15.0,9.0
가공식품_빵류,자이언트피자 콤비네이션,210.0,437.0,62.0,18.0,13.0,9.0
가공식품_빵류,위대한피자,210.0,500.0,69.0,24.0,14.0,9.0
가공식품_즉석조리식품,시래기표고밥과 깻잎청양닭가슴살큐브,220.0,355.0,64.0,11.0,6.0,9.0
가공식품_즉석섭취식품,소고기고추장김밥,219.0,389.0,57.0,15.0,11.0,9.0
가공식품_즉석조리식품,다섯가지나물밥&떡갈비,220.0,427.0,53.0,15.0,17.0,9.0
가공식품_즉석조리식품,다섯가지나물밥과 떡갈비,220.0,427.0,53.0,15.0,17.0,9.0
가공식품_즉석조리식품,매콤피자 더블치즈 치아바타,218.0,449.0,46.0,26.0,18.0,9.0
가공식품_즉석조리식품,하림 밥은요리다 춘천식 닭갈비볶음밥,225.0,385.0,73.0,11.0,5.0,9.0
가공식품_즉석조리식품,쉐푸드 매콤 닭갈비 양배추 덮밥,230.0,315.0,55.0,14.0,6.0,9.0
가공식품_즉석조리식품,교촌 궁중닭갈비볶음밥,230.0,435.0,64.0,11.0,15.0,9.0
가공식품_즉석섭취식품,웰니스 매운주꾸미비빔 세트,240.0,285.0,37.0,11.0,12.0,9.0
가공식품_즉석조리식품,쉐푸드 오븐 닭가슴살 야채 덮밥,240.0,295.0,55.0,14.0,3.6,9.0
가공식품_즉석조리식품,계란야채곤약볶음밥&카레빅볼닭가슴살,235.0,345.0,53.0,18.0,7.0,9.0
가공식품_즉석조리식품,꼬꼬덮밥 마라,238.0,430.0,69.0,14.0,11.0,9.0
가공식품_즉석조리식품,퀴노아영양밥&닭가슴살스테이크,250.0,345.0,69.0,13.0,2.0,9.0
가공식품_즉석조리식품,퀴노아영양밥&아메리칸치즈함박스테이크,250.0,346.0,60.0,14.0,6.0,9.0
가공식품_즉석조리식품,단호박영양밥&파프리카맛소시지,250.0,359.0,59.0,13.0,8.0,9.0
가공식품_즉석조리식품,허닭 잡곡밥도시락 씨앗귀리밥&닭가슴살동그랑땡,250.0,373.0,52.0,15.0,12.0,9.0
가공식품_즉석조리식품,퀴노아영양밥&비프스테이크,250.0,389.0,77.0,12.0,4.0,9.0
가공식품_즉석조리식품,햇반컵반 철판제육덮밥,256.0,380.0,70.0,9.0,7.0,9.0
가공식품_즉석섭취식품,웰니스 토마토견과카레소스 세트,260.0,390.0,32.0,17.0,22.0,9.0
가공식품_즉석조리식품,무청나물밥&고추장제육볶음,260.0,443.0,75.0,15.0,8.0,9.0
가공식품_즉석조리식품,흑현미잡곡밥 간장양념구이,265.0,439.0,68.0,15.0,12.0,9.0
가공식품_즉석섭취식품,소라감태마요김밥,265.0,506.0,76.0,10.0,18.0,9.0
가공식품_즉석조리식품,맛있닭 더담은 도시락 부지깽이나물밥 & 닭가슴살볼 치즈맛,275.0,410.0,58.0,22.0,10.0,9.0
가공식품_즉석조리식품,라구볼로네제파스타,290.0,395.0,67.0,16.0,7.0,9.0
가공식품_즉석조리식품,소불고기볶음밥R,300.0,515.0,95.0,11.0,10.0,9.0
가공식품_즉석조리식품,한우물 닭갈비볶음밥,300.0,520.0,83.0,13.0,15.0,9.0
가공식품_즉석조리식품,영양국 건새우아욱국,130.0,20.8,3.3,1.9,0.4,3.7
가공식품_즉석조리식품,요리하다 경상도식 오징어무국,500.0,105.0,14.0,8.0,1.9,14.0
가공식품_즉석조리식품,뚝배기 된장찌개,285.0,115.0,13.0,4.0,5.0,8.0
가공식품_즉석조리식품,신선도원 차돌박이 된장찌개,500.0,270.0,29.0,20.0,8.0,14.0
가공식품_즉석조리식품,고추장찌개,320.0,259.0,28.0,17.0,9.9,9.0
가공식품_즉석섭취식품,속이알찬돈까스&크림치즈김밥,325.0,560.0,82.0,16.0,19.0,9.0
가공식품_즉석섭취식품,김밥의정석)통햄김밥,326.0,585.0,75.0,21.0,22.0,9.0
가공식품_즉석섭취식품,새우&까르보나라,339.0,1020.0,159.0,30.0,29.0,9.0
가공식품_즉석섭취식품,베이컨에그샌드&슬라이스에그샐러드,328.0,585.0,46.0,21.0,35.0,9.0
가공식품_즉석섭취식품,노란강황밥&매콤닭갈비,350.0,380.0,59.0,23.0,6.0,9.0
가공식품_즉석섭취식품,저당 머쉬룸리조토 세트,350.0,480.0,40.0,20.0,8.0,9.0
가공식품_즉석섭취식품,트리플치킨도시락,341.0,655.0,97.0,20.0,20.0,9.0
가공식품_즉석섭취식품,주부9단도시락,354.0,781.0,98.0,36.0,27.0,9.0
가공식품_즉석섭취식품,알찬도시락,365.0,602.0,94.0,24.0,15.0,9.0
가공식품_즉석섭취식품,뉴고추장불고기도시락,356.0,655.0,109.0,21.0,15.0,9.0
가공식품_즉석섭취식품,스팸구이&닭강정도시락,366.0,781.0,94.0,21.0,36.0,9.0
가공식품_즉석섭취식품,우렁쌈밥도시락,381.0,572.0,90.0,21.0,14.0,9.0
가공식품_즉석섭취식품,뉴NEW언양식바싹불고기도시락,377.0,725.0,105.0,32.0,20.0,9.0
가공식품_즉석섭취식품,갈비양념치킨도시락,368.0,809.0,107.0,31.0,29.0,9.0
가공식품_즉석조리식품,콰트로  치즈 로제스파게티,400.0,605.0,79.0,23.0,22.0,9.0
가공식품_즉석조리식품,일빵빵 대용량 볶음김치 비빔밥,205.0,529.0,108.0,11.0,6.0,9.0
가공식품_즉석섭취식품,스팸구이&닭강정도시락,385.0,562.0,39.0,31.0,32.0,9.0
가공식품_즉석섭취식품,올뉴기찬도시락,388.0,643.0,94.0,24.0,19.0,9.0
가공식품_즉석섭취식품,뉴참치마요덮밥,400.0,735.0,90.0,15.0,35.0,9.0
가공식품_즉석조리식품,맛의레전드 고기듬뿍미니핫도그,400.0,1235.0,139.0,37.0,56.0,9.0
가공식품_즉석섭취식품,돈가스정식도시락,418.0,645.0,113.0,19.0,13.0,9.0
가공식품_빵류,불고기피자,410.0,1015.0,133.0,46.0,33.0,9.0
가공식품_즉석섭취식품,푸짐한제육&불고기도시락,420.0,700.0,110.0,24.0,18.0,9.0
가공식품_즉석섭취식품,도시락의정석)바싹불고기편,446.0,795.0,105.0,33.0,27.0,9.0
가공식품_유탕면,오뚜기카레면 용기,110.0,450.0,71.0,8.0,15.0,9.0
가공식품_즉석섭취식품,일품콩국시,491.0,377.0,57.0,17.0,9.0,9.0
가공식품_즉석조리식품,전주식비빔밥,560.0,425.0,76.0,10.0,9.0,9.0
가공식품_유탕면,부자될라면,118.0,490.0,78.0,9.0,16.0,9.0
가공식품_즉석섭취식품,비비고김치볶음,80.0,60.0,7.0,2.0,2.6,4.0
가공식품_즉석조리식품,클래식진미닭가슴살,100.0,77.0,11.0,8.0,0.0,5.0
가공식품_즉석조리식품,클래식메추리알돼지고기장조림,100.0,104.0,9.0,11.0,2.9,5.0
가공식품_즉석조리식품,마라핫 치킨,200.0,223.0,26.0,15.0,7.0,10.0
가공식품_즉석조리식품,클래식한우영양찜,100.0,114.0,10.0,7.0,5.0,5.0
가공식품_즉석조리식품,비프스테이크&단호박연근영양밥,220.0,309.0,44.0,13.4,8.9,8.9
가공식품_즉석조리식품,하루한죽 비트닭가슴살죽,130.0,77.4,16.3,1.8,0.5,2.9
가공식품_즉석조리식품,오징어덮밥소스,120.0,125.0,24.0,3.0,1.9,11.0
가공식품_신선편의식품,[정크레페] 맛살 크레페 샐러드,300.0,510.5,71.8,9.1,20.7,25.8
가공식품_즉석조리식품,영양국 해물야채탕,130.0,46.7,2.2,8.5,0.6,3.5
가공식품_즉석조리식품,구수한청국장찌개,480.0,282.0,33.0,24.0,6.0,13.0
가공식품_즉석조리식품,고메이494 고추장찌개,350.0,283.0,27.0,21.0,9.8,9.5
가공식품_신선편의식품,[정크레페] 갈비 크레페 샐러드,290.0,523.6,64.2,16.6,22.2,24.8
가공식품_즉석조리식품,피자떡볶이,300.0,560.0,111.0,13.0,7.0,14.0
