고유ID,식품명,1회 섭취량(g),kcal,탄수화물(g),단백질(g),지방(g),당류(g)
가공식품_과자,콩고물인절미,28.0,153.0,18.0,0.0,9.0,6.0
가공식품_과자,옥수수깡,370.0,370.0,45.0,3.0,20.0,13.0
가공식품_과자,꽃머랭쿠키,20.0,80.0,18.0,1.0,0.0,18.0
가공식품_과자,눈꽃머랭쿠키,20.0,80.0,18.0,1.0,0.0,18.0
가공식품_과자,통밀당 단백칩 갈릭버터,45.0,165.0,32.0,9.0,0.9,5.0
가공식품_과자,브라우니쿠키,120.0,500.0,67.0,7.0,25.0,33.0
가공식품_과자,반짝트리쿠키,20.0,90.0,12.0,1.0,4.0,4.0
가공식품_과자,고식이섬유바,32.0,139.0,20.0,4.0,6.0,7.0
가공식품_과자,초에너지바,40.0,195.0,22.0,4.0,10.0,12.0
가공식품_과자,LOTTE 초단백질바,40.0,200.0,16.0,9.0,11.0,9.0
가공식품_과자,우리밀피스타치오쿠키,22.0,111.0,14.0,2.0,5.0,4.0
가공식품_과자,우리밀오트밀쿠키,110.0,580.0,68.0,7.0,31.0,29.0
가공식품_과자,우리밀아몬드쿠키,22.0,115.0,13.0,2.0,6.0,4.0
가공식품_과자,씨튼우리밀베이비만주,50.0,160.0,27.0,5.0,4.0,6.0
가공식품_과자,유기농 해와달과별,30.0,125.0,25.0,2.2,1.5,10.0
가공식품_과자,고소단백 플레인 베이글칩,30.0,117.0,22.0,4.0,1.4,4.0
가공식품_과자,비비고 김스낵 오리지널,36.0,153.0,26.0,1.0,5.0,3.0
가공식품_과자,비비고 김스낵 바베큐맛,36.0,152.0,28.0,1.0,4.0,2.0
가공식품_과자,비비고칩 오리지널,20.0,120.0,9.0,0.7,9.0,0.0
가공식품_과자,비비고칩 포테이토,20.0,130.0,9.0,0.0,10.0,0.0
가공식품_과자,비비고칩 스위트콘,20.0,120.0,9.0,0.7,9.0,0.7
가공식품_과자,양파 Pop snack,45.0,174.0,36.0,5.0,1.0,0.5
가공식품_과자,자색고구마맛 미니 뻥튀기,45.0,175.0,37.0,4.0,0.9,0.9
가공식품_과자,담백한맛 미니 뻥튀기,45.0,177.0,37.0,5.0,0.9,0.7
가공식품_과자,이즈니 마들렌,25.0,112.0,14.0,1.0,6.0,10.0
가공식품_과자,블루베리 약과,40.0,182.0,27.0,2.0,7.0,11.0
가공식품_과자,감자품격트러플,96.0,403.0,83.0,2.0,7.0,5.0
가공식품_과자,숙희샌드,70.0,347.0,49.0,4.0,15.0,21.0
가공식품_과자,쿠크다스케이크,70.0,358.0,33.0,4.0,24.0,20.0
가공식품_과자,우리밀 두부 검은깨 쿠키,750.0,89.9,12.2,3.5,2.9,3.0
가공식품_과자,처음먹는 쌀과자 바나나,25.0,106.0,20.0,2.0,2.0,6.0
가공식품_과자,처음먹는 쌀과자 녹황,25.0,92.0,21.0,2.0,0.0,0.0
가공식품_과자,오가닉 라이스퍼프 레인보우 소프트바 백미,20.0,75.0,17.2,1.3,0.2,0.0
가공식품_과자,오가닉 라이스퍼프 레인보우 소프트바 바나나,20.0,75.0,17.2,1.3,0.1,0.4
가공식품_과자,오가닉 라이스퍼프 레인보우 소프트바 블루베리,20.0,75.0,17.2,1.3,0.2,0.2
가공식품_과자,오가닉 라이스퍼프 레인보우 소프트바 사과,20.0,75.0,17.3,1.3,0.1,0.5
가공식품_과자,오가닉 라이스퍼프 레인보우 소프트바 베지,20.0,75.0,17.0,1.3,0.2,0.2
가공식품_과자,거버 오가닉 쌀떡뻥 단호박,28.0,100.0,23.0,1.8,0.0,0.0
가공식품_과자,거버 오가닉 쌀떡뻥 퓨어 라이스,28.0,105.0,24.0,1.8,0.0,0.0
가공식품_과자,또또맘 유기농쌀떡과자 백미,20.0,75.0,17.0,1.0,0.0,0.0
가공식품_과자,또또맘 유기농쌀떡과자 단호박,20.0,75.0,17.0,1.0,0.0,0.0
가공식품_과자,또또맘 유기농쌀떡과자 자색고구마,20.0,75.0,17.0,1.0,0.0,0.0
가공식품_과자,또또맘 유기농쌀떡과자 사과,20.0,75.0,17.0,1.0,0.0,0.0
가공식품_과자,또또맘 딸기요거트 라이스퍼프,20.0,85.0,17.0,1.0,1.0,2.0
가공식품_과자,또또맘 맛있는치즈 라이스퍼프,20.0,85.0,16.0,2.0,1.4,3.0
가공식품_과자,또또맘 바나나 라이스퍼프,20.0,85.0,17.0,1.0,1.0,3.0
가공식품_과자,또또맘 단호박 라이스퍼프,20.0,85.0,17.0,1.0,1.1,3.0
가공식품_과자,또또맘 시금치 라이스퍼프,20.0,85.0,17.0,2.0,1.1,3.0
가공식품_과자,또또맘 유기농 베리 라이스스틱,20.0,80.0,17.0,1.0,0.0,0.0
가공식품_과자,또또맘 유기농 채소 라이스스틱,20.0,80.0,17.0,2.0,0.0,0.0
가공식품_과자,또또맘 유기농 과일 라이스스틱,20.0,80.0,17.0,1.0,0.0,0.0
가공식품_과자,로로떼떼 유기농쌀떡뻥 백미,30.0,110.0,25.9,2.0,0.0,0.0
가공식품_과자,로로떼떼 유기농쌀떡뻥 단호박,30.0,110.0,25.8,2.0,0.0,0.0
가공식품_과자,로로떼떼 유기농쌀떡뻥 자색고구마,30.0,112.0,26.0,2.0,0.0,0.0
가공식품_과자,쁘띠구르망 쌀과자 퍼프 딸기,20.0,85.0,17.0,1.0,1.0,2.0
가공식품_과자,쁘띠구르망 쌀과자 퍼프 바나나,20.0,85.0,17.0,1.0,1.0,3.0
가공식품_과자,리얼치즈키킼,25.0,115.0,19.0,2.0,3.5,5.1
가공식품_과자,인절미콩볼,25.0,109.0,20.0,3.0,1.9,3.0
가공식품_과자,더블치즈볼,25.0,110.0,20.0,2.0,2.4,4.0
가공식품_과자,맘마유랑 처음시작 유기농 단호박 쌀 떡뻥,20.0,75.0,17.0,1.0,0.0,0.0
가공식품_과자,맘마유랑 처음시작 유기농 쌀 떡뻥,20.0,75.0,17.0,1.0,0.0,0.0
가공식품_과자,맘마유랑 처음시작 유기농 과일 쌀 스틱,20.0,80.0,17.0,1.0,0.0,0.0
가공식품_과자,맘마유랑 처음시작 동그란  치즈 쌀 퍼프,20.0,85.0,16.0,2.0,1.4,3.0
가공식품_과자,바나나팥볼,25.0,111.0,19.0,2.0,3.0,4.0
가공식품_과자,고소함이 쏘옥 인절미 콩고물,30.0,128.0,23.0,3.0,2.7,5.0
가공식품_과자,고소함이 쏘옥 인절미 단호박,30.0,129.0,24.0,2.0,2.7,6.0
가공식품_과자,와사비마요 땅콩,77.0,420.0,39.0,8.0,26.0,6.0
가공식품_과자,온리프라이스 바나나콘,100.0,660.0,50.0,2.8,50.0,6.0
가공식품_과자,요미요미 미니팝 딸기 요거트,25.0,136.0,15.0,1.0,8.0,2.5
가공식품_과자,요미요미 미니팝 구운 옥수수,25.0,136.0,15.0,1.0,8.0,2.0
가공식품_과자,요미요미 미니팝 트리플 치즈,25.0,132.0,14.0,1.0,8.0,2.0
가공식품_과자,스카치캔디볼,60.0,305.0,42.0,2.0,14.0,20.0
가공식품_과자,사르르쿵 치즈요거트,23.0,142.0,12.0,1.0,10.0,2.0
가공식품_과자,곡물 프로틴 볼 바베큐,50.0,240.0,29.0,9.0,10.0,1.0
가공식품_과자,곡물 프로틴 칩 체다치즈,50.0,200.0,32.0,14.0,2.3,2.0
가공식품_과자,곡물 프로틴 칩 어니언 고르곤졸라,50.0,200.0,32.0,13.0,2.7,1.0
가공식품_과자,요미요미 organic puffs 단호박&고구마,42.0,164.0,36.0,3.7,0.6,2.0
가공식품_과자,요미요미 organic puffs 딸기&블루베리,42.0,163.0,36.0,3.5,0.6,3.0
가공식품_과자,요미요미 organic puffs 바나나&망고,42.0,165.0,36.0,3.8,0.6,3.3
가공식품_과자,요미요미 유기농 쌀과자 빨강 2단계,25.0,100.0,22.0,2.0,0.0,5.0
가공식품_과자,쫀득한 딸기 마카롱,74.0,335.0,46.0,4.0,15.0,38.0
가공식품_과자,우리쌀로 만든 촉촉한 아몬드 오란다,120.0,550.0,83.0,7.0,21.0,20.0
가공식품_과자,우리쌀로 만든 촉촉한 크랜베리 오란다,130.0,630.0,83.0,7.0,30.0,27.0
가공식품_과자,동물원에 간 유기농 현미스낵,30.0,125.0,25.0,3.0,1.2,0.0
가공식품_과자,동물원에 간 자색고구마스낵,30.0,120.0,26.0,2.0,0.9,0.0
가공식품_과자,자색고구마 퍼핑칩,40.0,125.0,28.0,2.0,0.8,0.0
가공식품_과자,오븐에 담백하게 구워만든 어니언 콘팝칩,35.0,160.0,28.0,2.0,4.2,0.7
가공식품_과자,퓨어잇핑거 길쭉한 치즈스틱,30.0,118.0,26.0,2.0,0.6,2.0
가공식품_과자,퓨어잇핑거 길쭉한 카레 스틱,30.0,115.0,25.0,3.0,0.6,0.0
가공식품_과자,퓨어잇핑거 길쭉한 당근 스틱,30.0,115.0,25.0,3.0,0.7,0.0
가공식품_과자,처음먹는 칼슘 스틱 - 단호박과 당근,40.0,155.0,32.6,3.2,1.3,0.5
가공식품_과자,처음먹는 칼슘 스틱 - 자색고구마와 시금치,40.0,153.0,33.0,3.1,0.9,0.5
가공식품_과자,처음먹는 칼슘 스틱 - 바나나,40.0,155.0,33.0,3.1,1.0,0.6
가공식품_과자,처음먹는 칼슘 퍼프링 - 블루베리,40.0,154.0,34.0,2.8,0.8,2.5
가공식품_과자,처음먹는 칼슘 퍼프링 - 딸기,40.0,156.0,34.0,2.8,0.9,2.5
가공식품_과자,퓨어잇핑거 길쭉한 양파 스틱,30.0,120.0,25.0,2.0,1.0,0.0
가공식품_과자,퓨어잇핑거 길쭉한 단호박 스틱,30.0,115.0,25.0,2.0,1.0,0.0
가공식품_과자,퓨어잇핑거 길쭉한 브로콜리 스틱,30.0,115.0,25.0,2.0,1.0,0.0
가공식품_과자,퓨어잇핑거 유기농 동그란 단호박 링,40.0,155.0,34.0,3.0,1.0,1.0
가공식품_과자,퓨어잇핑거 동그란 자색고구마 링,50.0,155.0,34.0,3.0,1.0,1.0
가공식품_과자,퓨어잇핑거 동그란 시금치 링,40.0,155.0,34.0,3.0,1.0,0.0
가공식품_과자,퓨어잇핑거 동그란 딸기사과 링,40.0,155.0,33.0,3.0,1.0,0.0
가공식품_과자,퓨어잇핑거 동그란 자일리톨 블루베리링,40.0,160.0,35.0,3.0,0.8,3.0
가공식품_과자,퓨어잇핑거 동그란 자일리톨 딸기링,40.0,160.0,35.0,3.0,0.8,3.0
가공식품_과자,퓨어잇핑거 동그란 자일리톨 감귤링,40.0,155.0,35.0,3.0,0.0,3.0
가공식품_과자,퓨어잇핑거 동그란 자일리톨 멜론링,40.0,160.0,35.0,3.0,0.9,3.0
가공식품_과자,퓨어잇핑거 동그란 자일리톨 청포도링,40.0,160.0,35.0,3.0,0.8,2.0
가공식품_과자,퓨어잇핑거 길쭉한 바나나스틱,30.0,119.0,26.0,2.0,0.6,2.0
가공식품_과자,퓨어잇핑거 길쭉한 망고스틱,30.0,119.0,26.0,2.0,0.6,2.0
가공식품_과자,퓨어잇핑거 길쭉한 청포도스틱,30.0,118.0,26.0,2.0,0.6,2.0
가공식품_과자,퓨어잇핑거 길쭉한 딸기스틱,30.0,120.0,27.0,2.0,0.8,6.0
가공식품_과자,롱쭈스낵-곡물 담은 2단계 스틱,30.0,116.0,25.0,2.0,0.7,0.0
가공식품_과자,롱쭈스낵-채소 담은 2단계 스틱,30.0,116.0,26.0,2.0,0.7,0.0
가공식품_과자,롱쭈스낵-과일 담은 2단계 스틱,30.0,115.0,25.0,2.0,0.8,0.0
가공식품_과자,숏쭈스낵-곡물 담은 3단계 볼,40.0,155.0,33.0,3.0,0.9,0.0
가공식품_과자,숏쭈스낵-채소 담은 3단계 볼,40.0,154.0,34.0,2.0,0.9,1.0
가공식품_과자,숏쭈스낵-과일 담은 3단계 볼,40.0,155.0,33.0,3.0,1.0,0.0
가공식품_과자,숏쭈스낵-딸기 담은 4단계 링,40.0,158.0,35.0,2.0,0.7,4.0
가공식품_과자,숏쭈스낵-블루베리 담은 4단계 링,40.0,157.0,35.0,2.0,0.7,3.0
가공식품_과자,숏쭈스낵-감귤 담은 4단계 링,40.0,157.0,35.0,3.0,0.7,3.0
가공식품_과자,뚱쭈스낵-흰쌀 담은 1단계 떡뻥스틱,30.0,120.0,26.0,2.0,0.0,0.0
가공식품_과자,바나나스틱,30.0,119.0,26.0,2.0,0.6,2.0
가공식품_과자,석류스틱,30.0,118.0,26.0,2.0,0.7,2.0
가공식품_과자,망고스틱,30.0,119.0,26.0,2.0,0.6,2.0
가공식품_과자,뚱쭈스낵-블루베리 담은 1단계 떡뻥스틱,30.0,114.0,25.0,2.0,0.2,0.0
가공식품_과자,아이 러브 뉴욕 초코칩쿠키,38.0,195.0,24.0,2.0,10.0,14.0
가공식품_과자,아이 러브 뉴욕 피넛버터쿠키,38.0,205.0,30.0,4.0,12.0,11.0
가공식품_과자,All바른곡물큐브(백련초),250.0,1045.0,202.0,20.0,17.0,16.0
가공식품_과자,전설의 쌀쿠키 코코넛,75.0,410.0,42.0,5.0,25.0,21.0
가공식품_과자,전설의 쌀쿠키 초코,75.0,385.0,50.0,4.0,19.0,24.0
가공식품_과자,라발란스고단백스낵(바나나),30.0,117.3,17.0,11.0,1.0,4.0
가공식품_과자,라발란스고단백스낵(파인애플),30.0,116.4,17.0,10.0,0.9,1.0
가공식품_과자,라발란스 뉴트리키즈(종합야채),30.0,120.0,24.0,4.0,1.2,2.0
가공식품_과자,라발란스 뉴트리키즈(딸기),30.0,121.0,24.0,4.0,1.1,2.0
가공식품_과자,라발란스 뉴트리키즈(코코아빈),30.0,122.0,24.0,4.0,1.4,1.0
가공식품_과자,라발란스 뉴트리키즈(인절미),30.0,120.0,22.0,5.0,1.2,1.0
가공식품_과자,지도표 성경 옛맛김부각,25.0,155.0,10.0,4.0,11.0,6.0
가공식품_과자,요미요미 유기농쌀과자 빨강 1단계,25.0,95.0,22.0,2.0,0.0,0.0
가공식품_과자,요미요미유기농쌀과자빨강 2단계,25.0,90.0,22.0,1.0,0.0,5.0
가공식품_과자,유기농쌀스낵,50.0,195.0,44.0,3.0,0.8,2.0
가공식품_과자,유기농 순수한 브로콜리 스낵,35.0,130.0,32.0,0.7,0.0,0.0
가공식품_과자,유기농 순수한 단호박 스낵,35.0,130.0,32.0,0.7,0.0,0.0
가공식품_과자,옥수수팝칩,28.0,110.0,24.0,2.5,0.6,0.0
가공식품_과자,감자쌀과자,32.0,135.0,24.0,2.0,3.7,2.0
가공식품_과자,유기농리얼코코아볼,300.0,115.0,25.0,2.0,0.0,7.0
가공식품_과자,구운옥수수맛콘팝,25.0,100.0,14.0,2.0,4.3,0.7
가공식품_과자,있는 그대로 찰강냉이,130.0,125.0,25.0,3.5,1.1,0.0
가공식품_과자,요미요미 유기농 쌀떡뻥 자색고구마와 연근,30.0,110.0,26.0,2.0,0.0,0.0
가공식품_과자,요미요미 유기농 쌀떡뻥 사과와 당근,30.0,110.0,26.0,2.0,0.0,0.0
가공식품_과자,요미요미 유기농 쌀떡뻥 시금치와 브로콜리,30.0,110.0,26.0,2.0,0.0,0.0
가공식품_과자,요미요미 유기농 쌀떡뻥 현미와 보리,30.0,110.0,26.0,2.0,0.0,0.0
가공식품_과자,톨스토리 유기농 콘프레이크,600.0,2316.0,541.0,27.0,4.5,192.0
가공식품_과자,유기농쌀눈쌀스낵,50.0,193.0,44.0,3.0,0.6,3.0
가공식품_과자,우리아이입안애유기농쌀눈쌀과자(4가지과일),50.0,190.0,43.0,4.0,0.0,0.0
가공식품_과자,콘깍지 콘스프맛,55.0,275.0,34.0,3.0,14.0,2.5
가공식품_과자,콘깍지 피자맛,55.0,265.0,35.0,4.0,12.0,3.0
가공식품_과자,감자팝칩 치즈맛,35.0,165.0,24.0,3.0,7.0,3.0
가공식품_과자,꼬마링 딸기&당근,30.0,120.0,25.0,2.0,1.0,0.7
가공식품_과자,꼬마링 브로콜리&사과,30.0,120.0,25.0,3.0,1.1,0.0
가공식품_과자,유기농현미쌀튀밥,60.0,235.0,49.0,5.0,2.2,0.0
가공식품_과자,수고구마스틱,50.0,238.0,35.0,1.0,10.0,13.0
가공식품_과자,구마구마해,285.0,1360.0,38.0,2.0,13.0,11.0
가공식품_과자,두부과자 야채맛,80.0,443.0,43.0,7.0,27.0,14.0
가공식품_과자,카스테라칩,50.0,246.0,33.0,5.0,10.0,23.0
가공식품_과자,허니버터베이글칩,40.0,171.0,28.0,6.0,3.8,9.0
가공식품_과자,넛츠앤허니버터앤베이글칩,30.0,128.0,22.0,3.0,3.0,9.0
가공식품_과자,넛츠앤갈릭버터앤베이글칩,30.0,129.0,22.0,3.0,3.0,9.0
가공식품_과자,콩고물 인절미 쌀과자,50.0,230.0,36.0,3.0,8.0,4.0
가공식품_과자,유기농 고구마 떡뻥,30.0,113.0,25.0,2.0,0.0,0.0
가공식품_과자,유기농 밤 떡뻥,30.0,116.0,26.0,2.0,0.5,1.0
가공식품_과자,유기농 스틱 현미,25.0,96.0,21.0,2.0,0.8,0.0
가공식품_과자,유기농 스틱 자색고구마,25.0,94.0,21.0,2.0,0.0,0.0
가공식품_과자,유기농 스틱 브로콜리,30.0,119.0,24.0,2.0,1.0,0.0
가공식품_과자,유기농 스틱시금치,25.0,75.0,20.0,2.0,1.0,0.0
가공식품_과자,유기농 현미링,30.0,118.0,24.0,2.0,1.0,0.0
가공식품_과자,유기농 브로콜리링,30.0,119.0,24.0,2.0,1.0,0.0
가공식품_과자,유기농 시금치링,30.0,116.0,24.0,2.0,1.0,0.0
가공식품_과자,고소한 보리 인절미,50.0,232.0,34.0,3.0,9.0,2.0
가공식품_과자,고소한 현미 인절미,50.0,241.0,34.0,3.0,9.0,2.0
가공식품_과자,바나나 소프트볼,30.0,116.0,26.0,1.8,0.4,3.0
가공식품_과자,치즈 소프트볼,30.0,115.0,26.0,1.8,0.4,3.0
가공식품_과자,처음먹는 바나나 라이스볼,30.0,117.0,26.2,1.9,0.5,3.1
가공식품_과자,딸기 소프트볼,30.0,114.0,26.0,1.0,0.0,7.0
가공식품_과자,벨리빈 살살미니 요거트,30.0,196.0,46.0,3.0,0.0,5.0
가공식품_과자,벨리빈 백미떡뻥,30.0,116.0,26.0,2.0,0.5,1.0
가공식품_과자,벨리빈 고구마떡뻥,30.0,113.0,25.0,2.0,0.0,0.0
가공식품_과자,벨리빈 단호박떡뻥,30.0,114.0,25.0,2.0,0.0,0.0
가공식품_과자,벨리빈 밤떡뻥,30.0,113.0,26.0,2.0,0.5,1.0
가공식품_과자,벨리빈 바나나떡뻥,30.0,113.0,26.0,2.0,0.0,1.0
가공식품_과자,벨리빈 사과떡뻥,30.0,116.0,26.0,2.0,0.0,1.0
가공식품_과자,벨리빈 현미스틱,30.0,118.0,24.0,2.0,1.0,0.0
가공식품_과자,벨리빈 브로콜리스틱,30.0,119.0,24.0,2.0,1.0,0.0
가공식품_과자,벨리빈 시금치스틱,30.0,116.0,24.0,2.0,1.0,0.0
가공식품_과자,처음먹는 요거트 라이스볼,30.0,115.0,26.1,2.0,0.5,4.7
가공식품_과자,블루베리 소프트볼,30.0,118.0,26.0,2.0,0.0,3.0
가공식품_과자,아이좋은 유기농 쌀떡뻥 백미,30.0,115.0,26.0,2.0,0.0,0.0
가공식품_과자,아이좋은 유기농 쌀떡뻥 단호박,30.0,115.0,26.0,2.0,0.0,0.0
가공식품_과자,곰곰유기농쌀고구마떡뻥,35.0,125.0,29.0,2.7,0.0,0.0
가공식품_과자,곰곰유기농쌀단호박떡뻥,35.0,125.0,29.0,2.7,0.0,0.0
가공식품_과자,곰곰유기농쌀백미떡뻥,35.0,135.0,30.0,2.0,0.5,1.0
가공식품_과자,벨리빈 살살미니 블루베리,30.0,118.0,26.0,2.0,0.0,3.0
가공식품_과자,벨리빈 보리인절미,50.0,232.0,34.0,4.0,8.0,3.0
가공식품_과자,벨리빈 흑미인절미,50.0,238.0,34.0,3.0,9.0,2.0
가공식품_과자,곰곰 유기농쌀 스틱 단호박,35.0,140.0,28.0,3.0,1.5,0.0
가공식품_과자,곰곰 유기농쌀 스틱 자색고구마,35.0,140.0,28.0,3.0,1.5,0.0
가공식품_과자,스무디킹 맛있는 고구마칩,50.0,237.0,28.0,2.0,13.0,23.0
가공식품_과자,스무디킹 치즈고구마칩,50.0,245.0,37.0,2.0,10.0,18.0
가공식품_과자,바삭한 고구마칩,50.0,230.0,37.0,3.0,8.0,17.0
가공식품_과자,오! 리얼 고구마칩,50.0,240.0,34.0,2.0,10.0,19.0
가공식품_과자,오! 리얼 연근칩,30.0,150.0,21.0,0.7,7.0,9.0
가공식품_과자,오! 리얼 느타리버섯칩,27.0,135.0,18.0,3.0,6.0,11.0
가공식품_과자,바삭한 연근칩,30.0,150.0,21.0,0.7,7.0,9.0
가공식품_과자,오! 리얼 고구마큐빅,30.0,160.0,19.0,1.0,9.0,9.0
가공식품_과자,오! 리얼 우엉칩,27.0,130.0,19.0,1.0,5.0,7.0
가공식품_과자,오! 리얼 새송이버섯칩,23.0,95.0,16.0,3.0,2.0,6.0
가공식품_과자,달콤함그대로고구마칩,50.0,240.0,34.0,2.0,0.0,19.0
가공식품_과자,풍미그대로느타리버섯칩,30.0,150.0,20.0,3.0,7.0,12.0
가공식품_과자,오! 리얼 표고버섯칩,30.0,165.0,18.0,2.0,10.0,8.0
가공식품_과자,오! 리얼 버섯믹스,30.0,155.0,17.0,3.0,8.0,9.0
가공식품_과자,커피빈 치즈고구마칩,50.0,235.0,39.0,1.0,8.0,16.0
가공식품_과자,오가닉라이스퍼프레인보우볼 베지,50.0,185.0,42.0,4.0,0.0,0.7
가공식품_과자,오가닉 라이스퍼프레인보우볼  딸기,50.0,190.0,44.0,3.0,0.6,3.0
가공식품_과자,오가닉 라이스 퍼프 레인보우볼 바나나,50.0,190.0,43.0,4.0,0.0,3.0
가공식품_과자,오가닉라이스퍼프레인보우볼 사과,50.0,195.0,43.0,3.0,0.7,3.0
가공식품_과자,오가닉 라이스 퍼프 레인보우볼 치즈,50.0,190.0,41.0,4.0,1.3,3.0
가공식품_과자,"로로떼떼유기농쌀로만든퍼프스낵딸기,비트",50.0,185.0,41.0,3.3,1.0,2.0
가공식품_과자,본유기농쌀과자 퍼프 레드,50.0,190.0,42.0,3.0,1.1,0.0
가공식품_과자,본유기농쌀과자 퍼프 화이트,50.0,185.0,41.0,4.0,0.8,1.0
가공식품_과자,본유기농쌀과자 퍼프 오렌지,50.0,190.0,41.0,3.0,1.1,2.0
가공식품_과자,본유기농쌀과자 퍼프 옐로우,50.0,190.0,42.0,3.0,0.9,1.0
가공식품_과자,본 유기농쌀과자 퍼프 퍼플,50.0,195.0,43.0,3.0,1.1,7.0
가공식품_과자,본유기농쌀과자 퍼프 그린,50.0,190.0,41.0,4.0,1.0,1.0
가공식품_과자,본유기농쌀과자 퍼프 블랙,50.0,195.0,43.0,3.0,1.1,7.0
가공식품_과자,수블스낵(양파 맛),40.0,155.0,32.0,3.0,1.6,0.7
가공식품_과자,처으미야 떡뻥 배,40.0,95.0,22.0,2.0,0.1,0.0
가공식품_과자,처으미야 떡뻥 백미,40.0,97.0,22.0,2.0,0.1,0.0
가공식품_과자,울음뚝 네모노랑,30.0,106.0,22.0,3.0,0.9,0.0
가공식품_과자,울음뚝 동글초록,30.0,106.0,22.0,3.0,0.9,0.0
가공식품_과자,울음뚝 오곡,30.0,106.0,22.0,3.0,0.9,0.0
가공식품_과자,울음뚝 동글 흑미,30.0,106.0,22.0,3.0,0.9,0.0
가공식품_과자,울음뚝 네모 분홍,30.0,106.0,22.0,3.0,0.9,0.0
가공식품_과자,처으미야 현미스틱,40.0,141.0,30.0,3.0,0.9,0.0
가공식품_과자,처으미야 시금치스틱,40.0,142.0,34.0,4.0,0.0,0.0
가공식품_과자,처으미야 당근스틱,40.0,146.0,26.0,2.0,0.0,0.0
가공식품_과자,처으미야 단호박스틱,40.0,146.0,26.0,2.0,0.0,0.0
가공식품_과자,처으미야 자색고구마스틱,40.0,146.0,18.0,2.0,0.0,0.0
가공식품_과자,처으미야 검은콩스틱,40.0,142.0,34.0,4.0,0.0,0.0
가공식품_과자,처으미야 흑미스틱,40.0,141.0,30.0,3.0,1.0,0.0
가공식품_과자,처으미야사과스틱,40.0,150.0,36.0,4.0,2.0,0.0
가공식품_과자,처으미야 바나나스틱,40.0,154.0,44.0,2.0,2.0,2.0
가공식품_과자,처으미야 딸기스틱,40.0,146.0,36.0,2.0,0.0,0.0
가공식품_과자,처으미야 퍼핑 단호박,50.0,184.0,42.0,4.0,2.0,0.0
가공식품_과자,처으미야 퍼핑자색고구마,50.0,188.0,44.0,4.0,0.0,0.0
가공식품_과자,처으미야 퍼핑 브로콜리,50.0,184.0,42.0,4.0,2.0,0.0
가공식품_과자,처으미야 퍼핑시금치,50.0,182.0,40.0,4.0,0.0,0.0
가공식품_과자,처으미야 퍼핑 당근,50.0,186.0,26.0,2.0,0.0,0.0
가공식품_과자,처으미야 퍼핑 흑미,50.0,176.0,30.0,3.0,1.0,0.0
가공식품_과자,처으미야 퍼핑사과,40.0,180.0,36.0,4.0,2.0,0.0
가공식품_과자,처으미야 퍼핑바나나,50.0,484.0,44.0,2.0,2.0,2.0
가공식품_과자,처으미야 퍼핑 밤,50.0,154.0,46.0,4.0,0.0,0.0
가공식품_과자,처으미야 퍼핑딸기,50.0,183.0,36.0,2.0,0.0,0.0
가공식품_과자,처으미야 퍼핑 카레,50.0,184.0,40.0,4.0,2.0,2.0
